,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,1929,7,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
1,1928,9,,,,,0,,0,0,0,0,0,,,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,
2,1927,15,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
3,1926,15,,,,,0,,0,0,0,2,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
4,1925,3,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
5,1924,45,,,,,0,,0,0,0,1,0,,,0,0,2,,,0,0,,,,,,,,,,,,,,,,,,
6,1923,16,,,,,0,,0,0,0,0,0,,,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,
7,1922,80,,,,,0,,0,0,0,2,0,,,0,0,6,,,0,0,,,,,,,,,,,,,,,,,,
8,1921,96,,,,,0,,0,0,0,5,0,,,0,0,7,,,0,0,,,,,,,,,,,,,,,,,,
9,1920,150,,,,,0,,0,0,0,8,0,,,0,0,9,,,0,0,,,,,,,,,,,,,,,,,,
