,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1927,NFL,Cleveland Bulldogs,8,4,1,4th of 12,,209,107,102,Andrews,,,,,1,1,6,1,1,2,1,12,7.8,4.6,12.4,9.3,3.1
1,1925,NFL,Cleveland Bulldogs,5,8,1,12th of 20,,75,135,-60,Edwards,,,,,13,1,13,1,1,13,1,20,-4.3,3.7,-0.5,-2.0,1.4
2,1924,NFL,Cleveland Bulldogs,7,1,1,1st of 18,Won Champ,229,60,169,Chamberlin,,,,,1,1,6,1,1,1,1,18,18.8,-7.3,11.4,10.3,1.1
3,1923,NFL,Cleveland Indians,3,1,3,5th of 20,,52,49,3,Edwards,,,,,10,1,10,1,1,10,1,20,0.4,-2.5,-2.0,-2.3,0.2
