,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,1949,253,3566,716,5.0,40,17,157,114,286,1728,9,23,6.0,63,430,1838,19,4.3,82,59,536,12,,,,,,,,,,,,,,,,,
1,1948,258,4051,806,5.0,40,16,186,195,406,2497,21,24,6.2,93,400,1554,11,3.9,78,77,715,15,,,,,,,,,,,,,,,,,
2,1947,328,3907,787,5.0,39,14,161,141,300,2127,19,25,7.1,62,487,1780,17,3.7,86,58,478,13,,,,,,,,,,,,,,,,,
3,1946,305,4142,871,4.8,43,13,183,176,322,2193,19,30,6.8,84,549,1949,17,3.6,92,50,379,7,,,,,,,,,,,,,,,,,
