,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1949,AAFC,Los Angeles Dons,4,8,0,5th of 7,,253,322,-69,Phelan,,Dobbs,Rodgers,Wilkins,3,5,6,7,5,5,7,7,-5.8,0.8,-4.9,0.7,-5.6
1,1948,AAFC,Los Angeles Dons,7,7,0,3rd of 4,,258,305,-47,Phelan,,Dobbs,Dobbs,Aguirre,6,6,4,6,6,6,7,8,-3.4,0.4,-2.9,-4.6,1.7
2,1947,AAFC,Los Angeles Dons,7,7,0,3rd of 4,,328,256,72,"DeGroot,Shipkey,Hein",,O'Rourke,Kimbrough,Gentry,3,5,3,3,4,3,5,8,5.1,-0.6,4.5,1.9,2.6
3,1946,AAFC,Los Angeles Dons,7,5,2,3rd of 4,,305,290,15,DeGroot,,O'Rourke,Kimbrough,Gentry,3,2,4,5,5,4,4,8,1.1,-0.1,0.9,2.2,-1.3
