,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1922,NFL,Evansville Crimson Giants,0,3,0,15th of 18,,6,88,-82,Fausch,,,,,17,1,17,1,1,17,1,18,-27.3,2.1,-25.3,-11.1,-14.2
1,1921,APFA,Evansville Crimson Giants,3,2,0,6th of 21,,89,46,43,Fausch,,,,,1,1,11,1,1,3,1,21,8.6,-20.9,-12.3,0.5,-12.8
