Year,Age,Level,Employer,Role
1918,24,College,Lincoln Univ. (PA),Head Coach
1919,25,College,Lincoln Univ. (PA),Head Coach
1921,27,APFA,Akron Pros,Head Coach
1923,29,High School,Wendell Phillips HS (Chicago IL),Head Coach
1925,31,NFL,Hammond Pros,Head Coach
