Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1999,SFO,DC,31,28,29,28,22,10,22,16,22,1,7,1,18,7,21,29,20,22,28,30,29,14,15,16,11,27,10,31,31,25,31
2000,SFO,DC,31,22,13,21,14,4,6,1,21,18,9,7,2,4,4,4,1,5,29,28,27,16,16,29,16,27,26,29,23,24,29
2001,SFO,DC,31,4,3,5,3,4,3,1,2,2,4,6,1,22,14,2,2,5,13,9,9,4,9,7,17,24,29,19,11,3,14
2002,SFO,DC,32,7,8,17,10,8,13,3,5,6,11,6,4,10,14,14,2,17,14,18,18,6,7,11,16,27,20,22,18,8,21
2003,SFO,DC,32,17,4,13,6,5,9,10,6,5,9,7,10,19,10,8,10,7,13,21,4,8,9,17,14,5,18,17,27,6,17
2004,ATL,HC,32,6,17,14,17,20,16,22,5,1,3,1,25,31,30,28,14,24,14,14,11,12,8,29,10,9,19,22,11,9,19
2005,ATL,HC,32,18,17,16,20,12,14,19,3,1,8,1,28,27,27,19,7,25,22,18,14,16,26,25,31,10,19,14,9,14,8
2006,ATL,HC,32,21,8,21,16,12,25,5,1,1,23,1,1,32,32,13,14,29,22,15,21,12,9,17,6,8,17,29,14,25,31
2009,SEA,HC,32,25,26,26,25,21,25,22,26,26,27,27,22,1,15,20,23,24,24,25,24,15,15,24,13,17,25,30,24,22,24
