Year,Age,Level,Employer,Role
1984,23,College,Washington,Graduate Assistant
1985,24,NFL,San Diego Chargers,Defensive Quality Control
1986,25,NFL,San Diego Chargers,Defensive Assistant/Secondary
1987,26,NFL,San Diego Chargers,Defensive Assistant/Secondary
1988,27,NFL,San Diego Chargers,Defensive Assistant/Secondary
1989,28,NFL,San Diego Chargers,Defensive Backs
1990,29,NFL,San Diego Chargers,Defensive Backs
1991,30,NFL,San Diego Chargers,Defensive Backs
1992,31,NFL,New Orleans Saints,Secondary
1993,32,NFL,New Orleans Saints,Secondary
1994,33,NFL,New Orleans Saints,Secondary
1995,34,NFL,New Orleans Saints,Secondary
1996,35,NFL,New Orleans Saints,Secondary
1997,36,NFL,San Francisco 49ers,Secondary
1998,37,NFL,San Francisco 49ers,Secondary
1999,38,NFL,San Francisco 49ers,Defensive Coordinator
2000,39,NFL,San Francisco 49ers,Defensive Coordinator
2001,40,NFL,San Francisco 49ers,Defensive Coordinator
2002,41,NFL,San Francisco 49ers,Defensive Coordinator
2003,42,NFL,San Francisco 49ers,Defensive Coordinator
2004,43,NFL,Atlanta Falcons,Head Coach
2005,44,NFL,Atlanta Falcons,Head Coach
2006,45,NFL,Atlanta Falcons,Head Coach
2007,46,NFL,Seattle Seahawks,Asst. Head Coach/Secondary
2008,47,NFL,Seattle Seahawks,Asst. Head Coach/Secondary
2009,48,NFL,Seattle Seahawks,Head Coach
2012,51,College,UCLA,Head Coach
2013,52,College,UCLA,Head Coach
2014,53,College,UCLA,Head Coach
2015,54,College,UCLA,Head Coach
2016,55,College,UCLA,Head Coach
2017,56,College,UCLA,Head Coach
2021,60,College,UConn,Offensive Assistant
2022,61,College,UConn,Head Coach
2023,62,College,UConn,Head Coach
2024,63,College,UConn,Head Coach
2025,64,College,UConn,Head Coach
