,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1920,37,COL,APFA,10,2,6,2,.250,-1.4,2.6,-4.0,,,,,13,
1,1921,38,COL,APFA,9,1,8,0,.111,-11.7,1.8,-13.5,,,,,17,
