,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bkn,174.0,2754.0,639.0,4.3,37.0,16.0,,74.0,165.0,990.0,10.0,21.0,6.0,,474.0,1764.0,10.0,3.7,,0.0,0.0,,,,,,,,,,,,,,,,,,
1,chi,100.0,2225.0,607.0,3.7,38.0,21.0,,78.0,195.0,1292.0,6.0,17.0,6.6,,412.0,933.0,5.0,2.3,,0.0,0.0,,,,,,,,,,,,,,,,,,
2,crd,165.0,2508.0,679.0,3.7,45.0,21.0,,73.0,204.0,1051.0,13.0,24.0,5.2,,475.0,1457.0,6.0,3.1,,0.0,0.0,,,,,,,,,,,,,,,,,,
3,det,105.0,2133.0,552.0,3.9,41.0,17.0,,59.0,165.0,804.0,4.0,24.0,4.9,,387.0,1329.0,8.0,3.4,,0.0,0.0,,,,,,,,,,,,,,,,,,
4,gnb,122.0,2299.0,597.0,3.9,33.0,11.0,,70.0,197.0,1115.0,7.0,22.0,5.7,,400.0,1184.0,8.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,
5,nyg,109.0,2145.0,572.0,3.8,44.0,14.0,,71.0,182.0,929.0,5.0,30.0,5.1,,390.0,1216.0,6.0,3.1,,0.0,0.0,,,,,,,,,,,,,,,,,,
6,phi,177.0,3127.0,698.0,4.5,36.0,17.0,,79.0,196.0,1315.0,15.0,19.0,6.7,,502.0,1812.0,6.0,3.6,,0.0,0.0,,,,,,,,,,,,,,,,,,
7,pit,145.0,2213.0,590.0,3.8,40.0,23.0,,60.0,185.0,902.0,9.0,17.0,4.9,,405.0,1311.0,7.0,3.2,,0.0,0.0,,,,,,,,,,,,,,,,,,
8,ram,207.0,2687.0,620.0,4.3,30.0,15.0,,67.0,155.0,883.0,9.0,15.0,5.7,,465.0,1804.0,8.0,3.9,,0.0,0.0,,,,,,,,,,,,,,,,,,
9,was,120.0,2095.0,523.0,4.0,41.0,24.0,,66.0,171.0,946.0,12.0,17.0,5.5,,352.0,1149.0,3.0,3.3,,0.0,0.0,,,,,,,,,,,,,,,,,,
