,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1921,RII,HC,21,5,1,6,1,1,10,1,1,1,12,1,1,1,1,6,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
1,1922,MIL,HC,18,11,1,11,1,1,12,1,1,1,10,1,1,1,1,9,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1
2,,RII,HC,18,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
3,1923,MIL,HC,20,3,1,6,1,1,8,1,1,1,5,1,1,1,1,11,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1
4,1925,DET,HC,20,3,1,3,1,1,4,1,1,1,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1926,DET,HC,22,12,1,6,1,1,6,1,1,1,12,1,1,1,1,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1
6,1927,PRV,HC,12,5,1,5,1,1,8,1,1,1,7,1,1,1,1,8,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
7,1928,PRV,HC,10,1,1,2,1,1,3,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1929,PRV,HC,12,7,1,7,1,1,5,1,1,1,6,1,1,1,1,3,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1
9,1930,PRV,HC,11,5,1,8,1,1,7,1,1,1,7,1,1,1,1,9,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1
10,1940,CRD,HC,10,8,7,8,8,8,6,10,7,7,4,6,1,5,9,7,10,10,6,10,3,6,7,7,7,2,3,5,9,5,10
11,1941,CRD,HC,10,7,5,6,5,4,6,6,6,7,6,6,6,4,3,7,5,4,6,7,5,4,6,7,7,2,3,4,7,9,9
12,1942,CRD,HC,10,7,8,9,6,6,9,8,8,9,9,9,6,2,5,7,8,7,7,7,4,5,6,4,9,8,4,8,8,3,9
13,1946,CRD,HC,10,4,6,3,3,3,3,10,8,4,2,2,10,3,2,3,5,4,6,6,3,7,4,3,3,4,10,5,6,3,2
14,1947,CRD,HC,10,1,3,2,4,3,3,6,4,6,3,6,4,4,3,4,5,4,7,3,4,3,7,2,10,4,8,6,4,3,4
15,1948,CRD,HC,10,1,1,3,4,1,1,1,2,1,1,1,1,7,6,5,1,2,7,3,2,3,3,3,4,1,7,10,7,5,9
