,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,buf,296,3900.0,909.0,4.3,44.0,15,211.0,184,447,2356,19,29,4.8,109.0,417,1544,15,3.7,77.0,57,615,25.0,,,,,,,,,,,,,,,,,
1,chi,194,3465.0,697.0,5.0,42.0,10,183.0,146,324,1826,13,32,5.6,90.0,373,1639,11,4.4,83.0,83,707,10.0,,,,,,,,,,,,,,,,,
2,cle,362,3974.0,647.0,6.1,17.0,12,219.0,160,264,2044,22,5,7.7,96.0,383,1930,18,5.0,107.0,49,534,16.0,,,,,,,,,,,,,,,,,
3,clt,288,4245.0,737.0,5.8,36.0,12,227.0,196,392,2956,26,24,7.5,143.0,345,1289,10,3.7,64.0,51,504,20.0,,,,,,,,,,,,,,,,,
4,crd,288,4167.0,769.0,5.4,47.0,22,229.0,126,285,1811,20,25,6.4,89.0,484,2356,13,4.9,127.0,46,456,13.0,,,,,,,,,,,,,,,,,
5,dal,177,3153.0,666.0,4.7,50.0,17,180.0,163,354,2104,17,33,5.9,105.0,312,1049,6,3.4,57.0,62,600,18.0,,,,,,,,,,,,,,,,,
6,den,309,4442.0,948.0,4.7,52.0,17,248.0,259,508,2975,24,35,5.5,141.0,408,1467,10,3.6,84.0,54,501,23.0,,,,,,,,,,,,,,,,,
7,det,239,3392.0,725.0,4.7,30.0,9,192.0,166,333,1678,6,21,5.0,88.0,392,1714,19,4.4,89.0,68,726,15.0,,,,,,,,,,,,,,,,,
8,gnb,332,4025.0,742.0,5.4,25.0,12,237.0,137,279,1875,9,13,6.7,86.0,463,2150,29,4.6,135.0,64,578,16.0,,,,,,,,,,,,,,,,,
9,kan,362,4645.0,918.0,5.1,37.0,18,272.0,209,435,2638,16,19,5.8,136.0,463,2007,24,4.3,119.0,80,753,17.0,,,,,,,,,,,,,,,,,
10,nwe,286,4083.0,876.0,4.7,45.0,22,234.0,223,475,2604,25,23,5.1,126.0,365,1479,11,4.1,86.0,69,730,22.0,,,,,,,,,,,,,,,,,
11,nyg,271,3694.0,728.0,5.1,49.0,26,202.0,156,322,2254,20,23,7.0,107.0,406,1440,10,3.5,81.0,48,460,14.0,,,,,,,,,,,,,,,,,
12,nyj,382,4794.0,959.0,5.0,48.0,20,286.0,236,474,2977,32,28,5.8,152.0,445,1817,14,4.1,111.0,53,672,23.0,,,,,,,,,,,,,,,,,
13,oti,379,4936.0,930.0,5.3,45.0,17,262.0,218,456,3203,31,28,6.7,153.0,452,1733,15,3.8,83.0,75,750,26.0,,,,,,,,,,,,,,,,,
14,phi,321,3950.0,682.0,5.8,30.0,10,190.0,177,331,2816,29,20,8.5,121.0,351,1134,9,3.2,54.0,57,544,15.0,,,,,,,,,,,,,,,,,
15,pit,240,4045.0,696.0,5.8,35.0,14,198.0,139,285,2422,20,21,8.5,104.0,411,1623,9,3.9,81.0,61,606,13.0,,,,,,,,,,,,,,,,,
16,rai,319,4708.0,938.0,5.0,46.0,18,254.0,235,463,2652,18,28,5.4,138.0,444,2056,23,4.6,98.0,71,718,18.0,,,,,,,,,,,,,,,,,
17,ram,265,3271.0,678.0,4.8,31.0,9,194.0,177,335,1822,19,22,5.4,101.0,343,1449,9,4.2,76.0,64,625,17.0,,,,,,,,,,,,,,,,,
18,sdg,373,4713.0,878.0,5.4,45.0,16,263.0,229,441,2813,21,29,5.8,141.0,397,1900,23,4.8,96.0,70,648,26.0,,,,,,,,,,,,,,,,,
19,sfo,208,3260.0,749.0,4.4,16.0,4,201.0,174,336,1579,11,12,4.7,96.0,413,1681,9,4.1,90.0,63,604,15.0,,,,,,,,,,,,,,,,,
20,was,178,2744.0,689.0,4.0,38.0,15,166.0,147,274,1431,9,23,5.2,71.0,415,1313,9,3.2,83.0,69,713,12.0,,,,,,,,,,,,,,,,,
