,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2023,129,2305,482,4.8,13,5,140,147,228,1291,8,8,5.3,71,237,1014,3,4.3,53,37,317,16,86,31.4,14.0,Own 27.6,2:43,5.8,26.7,1.45,105,42,40.0,2,1,50.0,22,8,36.4
1,2022,316,5288,1093,4.8,16,4,310,347,556,3220,15,12,5.4,166,492,2068,14,4.2,117,90,707,27,192,32.3,8.3,Own 29.9,2:46,5.9,27.3,1.57,244,93,38.1%,26,11,42.3%,46,22,47.8%
2,2021,504,6760,1145,5.9,14,7,401,401,587,4409,28,7,7.1,234,525,2351,28,4.5,129,84,814,38,190,48.9,7.4,Own 31.7,2:56,6.2,35.3,2.67,223,99,44.4%,21,13,61.9%,74,45,60.8%
3,2020,457,6201,1081,5.7,19,9,381,418,605,4409,34,10,6.9,235,445,1792,16,4.0,100,99,899,46,177,44.6,10.7,Own 30.6,2:54,6.3,34.9,2.47,202,90,44.6%,12,5,41.7%,60,36,60.0%
4,2019,359,5170,1037,5.0,21,9,302,363,585,3779,25,12,6.1,187,417,1391,12,3.3,75,107,902,40,193,33.7,9.8,Own 31.4,2:35,5.5,26.7,1.78,225,88,39.1%,12,3,25.0%,48,26,54.2%
5,2018,441,6086,1061,5.7,20,7,343,367,582,4065,29,13,6.5,201,440,2021,16,4.6,104,95,817,38,202,39.1,9.9,Own 30.7,2:28,5.5,30.1,2.08,213,72,33.8%,14,9,64.3%,59,31,52.5%
6,2017,382,5636,1052,5.4,20,9,329,329,558,3749,30,11,6.4,191,466,1887,13,4.0,88,114,981,50,192,33.3,10.4,Own 28.4,2:32,5.7,29.2,1.90,221,82,37.1,11,5,45.5,52,29,55.8
7,2016,409,5479,1000,5.5,14,6,318,347,545,3898,30,8,6.8,203,428,1581,11,3.7,86,74,651,29,183,37.7,7.1,Own 30.2,2:36,5.7,29.9,2.05,210,84,40.0%,10,2,20.0%,51,29,56.9%
8,2015,314,5098,1013,5.0,30,12,271,343,601,3763,25,18,5.9,185,373,1335,4,3.6,62,90,767,24,194,28.4,14.4,Own 27.8,2:25,5.4,26.2,1.45,232,77,33.2%,23,13,56.5%,40,14,35.0%
9,2014,401,5235,976,5.4,13,7,300,345,538,3746,31,6,6.4,194,393,1489,10,3.8,74,91,780,32,183,37.2,5.5,Own 28.5,2:34,5.5,28.4,2.03,219,99,45.2%,4,0,0.0%,49,29,59.2%
