,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2024,338,5275,1010,5.2,19,8,314,385,607,3714,31,11,5.7,201,363,1561,8,4.3,83,137,1134,30,173,34.1,10.4,Own 29.0,2:51,6.00,30.4,1.92,210,83,39.5%,24,10,41.7%,55,30,54.5%
1,2023,268,4566,1053,4.3,33,18,260,356,601,2919,11,15,4.4,156,388,1647,7,4.2,77,124,945,27,208,26.0,13.9,Own 30.3,2:23,5.25,21.8,1.13,235,61,26.0%,29,17,58.6%,37,12,32.4%
2,2022,296,5409,1074,5.0,23,9,294,357,627,3723,15,14,5.6,191,405,1686,13,4.2,79,91,866,24,194,29.9,11.9,Own 27.9,2:31,5.73,27.8,1.47,240,83,34.6%,28,11,39.3%,46,20,43.5%
3,2021,310,5208,1036,5.0,27,7,310,357,603,3541,20,20,5.4,195,380,1667,14,4.4,87,103,860,28,187,29.4,14.4,Own 27.5,2:32,5.68,27.8,1.61,212,77,36.3%,29,14,48.3%,51,28,54.9%
4,2020,243,4479,948,4.7,19,5,269,292,499,2796,16,14,5.2,146,406,1683,9,4.1,94,101,952,29,175,26.3,10.9,Own 26.4,2:33,5.58,25.6,1.36,206,70,34.0%,18,7,38.9%,38,16,42.1%
5,2019,276,4368,956,4.6,25,9,253,323,521,3111,19,16,5.4,162,383,1257,6,3.3,61,115,1105,30,189,23.3,11.6,Own 27.0,2:27,5.21,22.9,1.23,212,65,30.7%,19,7,36.8%,33,18,54.5%
6,2018,333,4787,971,4.9,30,11,258,299,524,3165,18,19,5.6,157,410,1622,11,4.0,84,114,948,17,197,32.0,14.7,Own 30.7,2:22,5.15,24.2,1.57,214,69,32.2%,22,11,50.0%,45,20,44.4%
7,2017,298,4884,984,5.0,24,12,269,323,510,3182,19,12,5.7,157,427,1702,13,4.0,77,119,1035,35,199,28.6,11.1,Own 27.6,2:26,5.12,24.5,1.50,228,81,35.5,13,7,53.8,33,18,54.5
8,2016,275,5268,1003,5.3,34,9,291,311,550,3466,16,25,5.9,166,418,1802,10,4.3,97,93,837,28,185,29.7,17.8,Own 27.5,2:39,5.60,28.5,1.50,210,76,36.2%,19,8,42.1%,54,19,35.2%
9,2015,387,5925,1074,5.5,24,8,329,362,604,4057,33,16,6.5,210,448,1868,11,4.2,99,96,787,20,199,35.7,11.6,Own 29.2,2:31,5.56,29.6,1.95,229,93,40.6%,14,6,42.9%,53,35,66.0%
10,2014,283,5226,1052,5.0,24,9,289,287,498,2946,16,15,5.4,154,507,2280,11,4.5,112,109,932,23,186,31.7,11.8,Own 27.8,2:40,5.87,28.0,1.53,234,91,38.9%,16,9,56.3%,47,17,36.2%
