,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
40,1983,264,5018,1025,4.9,33,11,272,188,377,2323,12,22,5.5,110,601,2695,10,4.5,146,120,986,16,,,,,,,,,,,,,,,,,
41,1982,113,2483,596,4.2,21,11,152,142,283,1439,6,10,4.7,80,293,1044,4,3.6,62,52,433,10,,,,,,,,,,,,,,,,,
42,1981,259,4908,957,5.1,37,14,274,265,479,3058,21,23,5.9,158,441,1850,11,4.2,95,106,913,21,,,,,,,,,,,,,,,,,
43,1980,355,5206,1056,4.9,37,13,327,272,493,3128,25,24,5.9,174,527,2078,20,3.9,128,104,914,25,,,,,,,,,,,,,,,,,
44,1979,271,4846,1117,4.3,40,21,291,313,550,3172,18,19,5.3,158,515,1674,12,3.3,97,137,1239,36,,,,,,,,,,,,,,,,,
45,1978,239,4107,964,4.3,47,17,249,202,383,2063,17,30,4.8,124,532,2044,9,3.8,95,90,771,30,,,,,,,,,,,,,,,,,
46,1977,295,4588,987,4.6,26,14,269,224,395,2465,17,12,5.9,136,566,2123,17,3.8,111,77,620,22,,,,,,,,,,,,,,,,,
47,1976,417,5236,956,5.5,28,18,301,215,361,2933,24,10,7.5,144,565,2303,26,4.1,133,92,786,24,,,,,,,,,,,,,,,,,
48,1975,395,4498,928,4.8,18,10,266,211,354,2281,19,8,5.8,114,536,2217,28,4.1,131,80,760,21,,,,,,,,,,,,,,,,,
49,1974,190,3843,924,4.2,37,13,244,221,425,2025,9,24,4.3,109,450,1818,13,4.0,110,66,587,25,,,,,,,,,,,,,,,,,
50,1973,226,3506,868,4.0,38,13,218,137,300,1475,14,25,4.4,79,536,2031,9,3.8,121,57,483,18,,,,,,,,,,,,,,,,,
51,1972,235,4187,868,4.8,34,22,251,203,381,2293,15,12,5.6,124,462,1894,10,4.1,97,58,605,30,,,,,,,,,,,,,,,,,
52,1971,313,4071,883,4.6,32,11,242,176,344,1922,10,21,5.2,104,512,2149,23,4.2,123,57,529,15,,,,,,,,,,,,,,,,,
53,1970,321,4134,860,4.8,36,14,242,219,416,2798,23,22,6.2,148,411,1336,9,3.3,70,71,708,24,,,,,,,,,,,,,,,,,
54,1969,279,4477,865,5.2,39,12,255,225,429,2987,17,27,6.7,140,417,1490,16,3.6,99,62,561,16,,,,,,,,,,,,,,,,,
55,1968,402,4681,851,5.5,34,12,258,196,359,2872,28,22,7.4,131,463,1809,16,3.9,110,75,655,17,,,,,,,,,,,,,,,,,
56,1967,394,5008,925,5.4,25,8,289,265,457,3363,22,17,7.0,159,443,1645,21,3.7,105,52,458,25,,,,,,,,,,,,,,,,,
57,1966,314,4486,849,5.3,39,12,237,221,401,2930,26,27,6.8,142,418,1556,7,3.7,82,64,617,13,,,,,,,,,,,,,,,,,
58,1965,389,4598,887,5.2,36,19,266,222,399,3005,31,17,6.8,144,445,1593,13,3.6,94,69,616,28,,,,,,,,,,,,,,,,,
59,1964,428,4779,840,5.7,19,10,245,176,345,2772,22,9,7.2,129,456,2007,29,4.4,100,74,785,16,,,,,,,,,,,,,,,,,
60,1963,316,4938,873,5.7,37,25,257,248,433,3296,20,12,6.9,149,396,1642,11,4.1,95,77,823,13,,,,,,,,,,,,,,,,,
61,1962,293,4666,871,5.4,44,19,251,237,423,3065,27,25,7.2,145,448,1601,9,3.6,94,63,675,12,,,,,,,,,,,,,,,,,
62,1961,302,4922,894,5.5,42,13,274,232,438,2803,17,29,6.4,135,456,2119,17,4.6,124,69,589,15,,,,,,,,,,,,,,,,,
63,1960,288,4245,737,5.8,36,12,227,196,392,2956,26,24,7.5,143,345,1289,10,3.7,64,51,504,20,,,,,,,,,,,,,,,,,
64,1959,374,4458,810,5.5,23,9,267,196,375,2753,33,14,7.3,148,435,1705,13,3.9,95,56,634,24,,,,,,,,,,,,,,,,,
65,1958,381,4539,810,5.6,22,11,253,178,354,2412,26,11,6.8,120,456,2127,24,4.7,117,55,518,16,,,,,,,,,,,,,,,,,
66,1957,303,4123,748,5.5,31,12,222,177,314,2388,25,19,7.6,117,434,1735,12,4.0,91,67,712,14,,,,,,,,,,,,,,,,,
67,1956,270,4123,711,5.8,32,14,216,158,279,1921,14,18,6.9,99,432,2202,21,5.1,106,53,507,11,,,,,,,,,,,,,,,,,
68,1955,214,3464,722,4.8,30,8,206,134,266,1631,11,22,6.1,92,456,1833,15,4.0,93,59,565,21,,,,,,,,,,,,,,,,,
69,1954,131,2934,677,4.3,34,12,169,163,313,1659,9,22,5.3,90,364,1275,4,3.5,66,71,662,13,,,,,,,,,,,,,,,,,
70,1953,182,2716,695,3.9,48,21,157,126,319,1257,13,27,3.9,66,376,1459,7,3.9,75,69,623,16,,,,,,,,,,,,,,,,,
