,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2022,427,5678,1092,5.2,21,11,344,365,537,3569,25,10,6.1,184,511,2109,20,4.1,127,89,725,33,197,36.0,10.2,Own 29.2,2:40,5.7,28.7,1.99,224,85,37.9%,25,13,52.0%,53,36,67.9%
1,2021,365,5834,1050,5.6,33,14,334,390,597,3980,32,19,6.3,213,420,1854,10,4.4,101,109,978,20,181,35.4,17.1,Own 27.5,2:41,6.0,32.1,1.99,210,85,40.5%,21,12,57.1%,53,34,64.2%
2,2020,362,5314,992,5.4,25,10,329,369,562,3866,24,15,6.4,203,390,1448,16,3.7,94,86,755,32,168,35.1,14.3,Own 25.8,2:46,6.0,31.6,2.01,203,86,42.4%,14,6,42.9%,52,32,61.5%
3,2019,373,5549,986,5.6,23,8,323,394,562,3982,29,15,6.6,207,383,1567,8,4.1,93,111,1040,23,170,38.8,12.9,Own 29.0,2:50,6.0,32.7,2.04,199,85,42.7%,19,8,42.1%,50,26,52.0%
4,2018,344,5435,997,5.5,26,11,315,384,542,3805,21,15,6.6,203,417,1630,12,3.9,87,131,1115,25,172,35.5,14.5,Own 27.6,2:51,6.0,31.6,1.83,200,82,41.0%,15,7,46.7%,43,23,53.5%
5,2017,404,5873,1026,5.7,20,7,324,320,513,3946,23,13,7.3,192,488,1927,15,3.9,99,102,822,33,174,39.7,10.3,Own 27.2,2:54,6.1,33.7,2.06,217,97,44.7,14,7,50.0,51,27,52.9
6,2016,392,6126,1024,6.0,17,9,353,378,582,4200,27,8,6.8,225,409,1926,12,4.7,93,125,1155,35,176,41.5,9.7,Own 26.6,2:41,6.0,34.7,2.13,193,80,41.5%,8,3,37.5%,50,25,50.0%
7,2015,408,6066,1072,5.7,25,8,331,354,585,4114,29,17,6.6,210,452,1952,14,4.3,89,133,1168,32,194,36.6,12.4,Own 27.4,2:34,5.7,31.1,1.98,227,89,39.2%,14,10,71.4%,53,33,62.3%
8,2014,369,5483,1007,5.4,26,14,309,320,543,3669,27,12,6.3,175,423,1814,14,4.3,103,101,866,31,199,28.1,12.6,Own 25.5,2:16,5.2,27.5,1.67,201,67,33.3%,17,4,23.5%,50,33,66.0%
9,2013,336,5713,1026,5.6,27,12,319,324,536,3711,21,15,6.4,191,448,2002,14,4.5,101,112,990,27,183,31.7,13.7,Own 25.9,2:39,5.8,31.2,1.72,210,79,37.6%,19,10,52.6%,41,24,58.5%
10,2012,387,5988,995,6.0,15,3,325,334,535,3788,23,12,6.7,190,428,2200,14,5.1,102,128,1208,33,180,38.3,8.3,Own 25.0,2:38,5.8,33.3,1.97,197,75,38.1%,7,3,42.9%,53,27,50.9%
11,2011,430,5935,1062,5.6,17,9,343,351,493,3632,25,8,7.0,193,540,2303,19,4.3,136,84,804,14,186,39.2,9.1,Own 30.8,2:54,5.9,31.9,2.12,216,98,45.4%,6,3,50.0%,57,35,61.4%
12,2010,388,5465,1010,5.4,21,11,314,356,535,3433,22,10,6.1,190,445,2032,14,4.6,111,95,812,13,181,37.0,10.5,Own 28.8,2:42,5.8,30.0,1.91,200,78,39.0%,18,8,44.4%,48,25,52.1%
13,2009,307,5427,1084,5.0,26,10,320,372,583,3403,19,16,5.5,203,467,2024,10,4.3,106,92,889,11,179,33.0,14.0,Own 28.9,2:53,6.3,30.3,1.64,231,104,45.0%,19,6,31.6%,51,25,49.0%
14,2008,298,4975,983,5.1,26,11,305,329,481,3009,6,15,5.9,165,472,1966,18,4.2,119,68,543,21,153,37.3,17.0,Own 27.6,3:17,6.7,32.5,1.75,211,100,47.4%,7,3,42.9%,47,19,40.4%
15,2007,262,4475,980,4.6,37,15,288,325,498,2764,16,22,5.3,162,454,1711,10,3.8,111,85,722,15,162,25.3,21.6,Own 29.1,2:59,6.2,27.7,1.40,208,94,45.2%,25,14,56.0%,46,25,54.3%
16,2006,360,5316,959,5.5,26,11,325,266,415,2548,16,15,5.8,150,519,2768,20,5.3,150,86,667,25,156,38.5,16.7,Own 30.7,3:07,6.4,34.1,2.08,191,90,47.1%,14,11,78.6%,51,30,58.8%
17,2005,247,4913,953,5.2,31,13,269,343,509,3151,17,18,5.7,163,398,1762,9,4.4,91,119,857,15,167,26.9,18.0,Own 30.4,2:50,5.9,29.4,1.43,207,76,36.7%,24,14,58.3%,39,19,48.7%
18,2004,351,5929,1042,5.7,36,17,331,364,557,3892,26,19,6.5,209,440,2037,12,4.6,103,116,877,19,178,35.4,18.5,Own 30.7,2:49,6.0,33.1,1.92,217,91,41.9%,28,9,32.1%,46,22,47.8%
19,2003,336,4789,913,5.2,30,15,279,277,445,2809,18,15,5.9,138,437,1980,19,4.5,117,123,1005,24,176,30.1,14.8,Own 29.9,2:41,5.3,27.2,1.74,188,72,38.3%,11,6,54.5%,41,27,65.9%
20,2002,313,4909,963,5.1,27,17,279,288,468,2917,19,10,5.8,148,459,1992,16,4.3,114,102,746,17,178,31.5,12.4,Own 32.1,2:38,5.6,27.5,1.73,198,74,37.4%,21,10,47.6%,51,26,51.0%
21,2001,486,5715,1004,5.7,25,10,323,311,509,3600,30,15,6.6,195,455,2115,20,4.6,108,96,759,20,193,41.5,11.4,Own 34.4,2:26,5.4,29.5,2.28,207,90,43.5%,15,7,46.7%,57,34,59.6%
