,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
22,2000,326,5357,1018,5.3,22,8,310,317,530,3422,22,14,6.0,177,446,1935,13,4.3,109,103,820,24,180,31.1,11.7,Own 28.9,2:42,5.8,29.8,1.71,217,84,38.7%,14,10,71.4%,51,28,54.9%
23,1999,333,5221,1008,5.2,23,13,304,328,561,3506,21,10,5.8,192,406,1715,12,4.2,92,130,1093,20,186,31.7,11.3,Own 31.3,2:32,5.6,28.1,1.66,208,73,35.1%,16,7,43.8%,48,23,47.9%
24,1998,444,5836,1043,5.6,19,11,341,275,461,3266,27,8,6.5,181,544,2570,20,4.7,131,108,917,29,,,,,,,,,,,,,,,,,
25,1997,401,4854,928,5.2,25,13,280,261,453,2820,26,12,5.8,163,438,2034,18,4.6,95,102,861,22,,,,,,,,,,,,,,,,,
26,1996,334,5403,1022,5.3,23,10,305,318,534,3643,25,13,6.5,189,459,1760,12,3.8,108,121,970,8,,,,,,,,,,,,,,,,,
27,1995,316,5027,1016,4.9,26,13,304,336,569,3570,23,13,6.0,182,418,1457,8,3.5,92,111,935,30,,,,,,,,,,,,,,,,,
28,1994,320,5325,1090,4.9,28,10,311,354,598,3679,24,18,5.9,192,463,1646,8,3.6,98,110,824,21,,,,,,,,,,,,,,,,,
29,1993,378,5638,1050,5.4,21,11,334,270,454,3117,22,10,6.6,166,575,2521,20,4.4,151,87,610,17,,,,,,,,,,,,,,,,,
30,1992,302,5074,1004,5.1,35,15,314,260,470,2900,14,20,5.7,164,495,2174,16,4.4,129,101,836,21,,,,,,,,,,,,,,,,,
31,1991,381,5127,961,5.3,28,13,305,240,388,2800,22,15,6.7,152,544,2327,23,4.3,140,88,645,13,,,,,,,,,,,,,,,,,
32,1990,353,5614,1034,5.4,24,15,320,301,492,3402,20,9,6.5,176,513,2212,12,4.3,130,104,781,14,,,,,,,,,,,,,,,,,
33,1989,301,5611,1109,5.1,36,15,336,322,556,3534,15,21,5.9,192,507,2077,10,4.1,126,103,772,18,,,,,,,,,,,,,,,,,
34,1988,315,5296,1016,5.2,35,20,315,321,539,3602,21,15,6.3,184,447,1694,14,3.8,109,118,965,22,,,,,,,,,,,,,,,,,
35,1987,238,4550,1003,4.5,45,25,276,250,501,2760,19,20,5.1,161,463,1790,6,3.9,97,85,689,18,,,,,,,,,,,,,,,,,
36,1986,400,5701,1051,5.4,35,19,334,306,510,3739,28,16,7.0,185,517,1962,14,3.8,123,100,728,26,,,,,,,,,,,,,,,,,
37,1985,386,5599,1079,5.2,33,17,330,275,504,3454,24,16,6.4,192,539,2145,20,4.0,124,90,699,14,,,,,,,,,,,,,,,,,
38,1984,414,5577,1116,5.0,31,13,343,298,515,3570,31,18,6.4,194,559,2007,16,3.6,124,98,813,25,,,,,,,,,,,,,,,,,
39,1983,354,5640,1045,5.4,36,16,321,281,488,3522,31,20,6.7,166,516,2118,13,4.1,123,82,666,32,,,,,,,,,,,,,,,,,
40,1982,236,3296,605,5.4,11,6,197,138,246,1823,18,5,7.1,89,348,1473,10,4.2,87,59,466,21,,,,,,,,,,,,,,,,,
41,1981,533,6793,1111,6.1,30,14,406,301,491,4128,37,16,8.2,214,607,2665,30,4.4,162,101,776,30,,,,,,,,,,,,,,,,,
42,1980,387,5546,1080,5.1,34,17,338,260,476,3336,21,17,6.6,164,574,2210,20,3.9,140,98,775,34,,,,,,,,,,,,,,,,,
43,1979,351,5074,1009,5.0,39,16,265,203,411,2768,23,23,6.2,130,559,2306,15,4.1,106,112,1014,29,,,,,,,,,,,,,,,,,
44,1978,421,5911,1049,5.6,37,20,291,191,357,2901,29,17,7.5,119,662,3010,21,4.5,153,114,1006,19,,,,,,,,,,,,,,,,,
45,1977,221,3988,852,4.7,47,17,210,181,382,2190,10,30,5.1,116,423,1798,11,4.3,78,78,618,16,,,,,,,,,,,,,,,,,
46,1976,246,4187,866,4.8,36,21,229,192,372,2343,16,15,5.5,126,438,1844,11,4.2,83,89,770,20,,,,,,,,,,,,,,,,,
47,1975,269,4173,905,4.6,41,12,242,193,393,2352,17,29,5.2,124,453,1821,17,4.0,101,79,700,17,,,,,,,,,,,,,,,,,
48,1974,329,4126,849,4.9,24,14,237,180,312,2165,16,10,6.5,101,516,1961,20,3.8,120,75,737,16,,,,,,,,,,,,,,,,,
49,1973,341,4488,847,5.3,37,22,243,199,331,2399,16,15,6.7,123,491,2089,15,4.3,104,69,684,16,,,,,,,,,,,,,,,,,
50,1972,252,4312,853,5.1,36,13,233,178,313,2323,15,23,6.9,109,515,1989,15,3.9,111,84,826,13,,,,,,,,,,,,,,,,,
51,1971,140,2852,746,3.8,41,13,166,185,361,1739,9,28,4.4,95,352,1113,8,3.2,60,67,687,11,,,,,,,,,,,,,,,,,
52,1970,234,3845,883,4.4,34,9,214,238,452,2406,16,25,4.9,120,390,1439,6,3.7,79,101,1032,15,,,,,,,,,,,,,,,,,
53,1969,268,4649,891,5.2,25,10,256,271,459,3249,20,15,6.6,164,399,1400,8,3.5,70,74,848,22,,,,,,,,,,,,,,,,,
54,1968,144,3377,852,4.0,41,12,207,224,432,2038,9,29,4.3,119,375,1339,6,3.6,71,72,799,17,,,,,,,,,,,,,,,,,
55,1967,198,3843,818,4.7,40,8,208,221,395,2432,13,32,5.6,116,387,1411,5,3.6,78,82,927,14,,,,,,,,,,,,,,,,,
56,1966,226,4091,932,4.4,40,18,245,240,425,2358,14,22,5.0,134,460,1733,7,3.8,94,69,704,17,,,,,,,,,,,,,,,,,
57,1965,284,4045,849,4.8,36,14,233,213,400,2562,22,22,5.8,131,410,1483,11,3.6,78,80,786,24,,,,,,,,,,,,,,,,,
58,1964,225,3930,864,4.5,41,18,242,217,385,2132,14,23,4.8,121,422,1798,13,4.3,93,59,641,28,,,,,,,,,,,,,,,,,
59,1963,285,4036,827,4.9,32,17,228,181,348,2242,19,15,5.7,118,434,1794,16,4.1,89,58,685,21,,,,,,,,,,,,,,,,,
60,1962,288,4123,804,5.1,42,19,226,206,381,2619,19,23,6.9,119,423,1504,17,3.6,91,71,792,16,,,,,,,,,,,,,,,,,
61,1961,307,3782,769,4.9,24,8,232,161,351,1913,18,16,5.5,110,418,1869,17,4.5,108,66,548,14,,,,,,,,,,,,,,,,,
62,1960,234,3317,677,4.9,39,9,195,144,298,1726,8,30,5.8,98,379,1591,17,4.2,86,59,538,11,,,,,,,,,,,,,,,,,
63,1959,251,3899,676,5.8,49,9,195,171,351,2342,13,40,6.7,118,325,1557,16,4.8,65,65,610,12,,,,,,,,,,,,,,,,,
64,1958,203,3284,694,4.7,52,17,188,168,363,1993,9,35,5.5,106,331,1291,13,3.9,70,60,555,12,,,,,,,,,,,,,,,,,
65,1957,235,3406,717,4.8,40,12,204,175,342,2232,19,28,6.5,118,375,1174,10,3.1,69,60,546,17,,,,,,,,,,,,,,,,,
66,1956,322,4176,744,5.6,28,15,238,165,297,2260,22,13,7.6,115,447,1916,16,4.3,109,62,486,14,,,,,,,,,,,,,,,,,
67,1955,239,4122,768,5.4,33,14,234,158,320,2087,12,19,6.5,98,448,2035,18,4.5,120,69,681,16,,,,,,,,,,,,,,,,,
68,1954,279,3930,755,5.2,30,10,234,178,330,2300,12,20,7.0,120,425,1630,21,3.8,95,92,834,19,,,,,,,,,,,,,,,,,
69,1953,350,4486,766,5.9,56,27,232,165,321,2171,21,29,6.8,95,445,2315,21,5.2,121,87,757,16,,,,,,,,,,,,,,,,,
