Year,Age,Level,Employer,Role
1950,27,College,Oregon,Assistant Coach
1951,28,College,Oregon,Assistant Coach
1952,29,College,Oregon,Assistant Coach
1953,30,College,Oregon,Assistant Coach
1954,31,College,Oregon,Assistant Coach
1955,32,College,Oregon,Assistant Coach
1956,33,College,Oregon,Assistant Coach
1957,34,College,Oregon,Assistant Coach
1958,35,College,Oregon,Assistant Coach
1959,36,College,Southern California,Assistant Coach
1960,37,College,Southern California,Head Coach
1961,38,College,Southern California,Head Coach
1962,39,College,Southern California,Head Coach
1963,40,College,Southern California,Head Coach
1964,41,College,Southern California,Head Coach
1965,42,College,Southern California,Head Coach
1966,43,College,Southern California,Head Coach
1967,44,College,Southern California,Head Coach
1968,45,College,Southern California,Head Coach
1969,46,College,Southern California,Head Coach
1970,47,College,Southern California,Head Coach
1971,48,College,Southern California,Head Coach
1972,49,College,Southern California,Head Coach
1973,50,College,Southern California,Head Coach
1974,51,College,Southern California,Head Coach
1975,52,College,Southern California,Head Coach
1976,53,NFL,Tampa Bay Buccaneers,Head Coach
1977,54,NFL,Tampa Bay Buccaneers,Head Coach
1978,55,NFL,Tampa Bay Buccaneers,Head Coach
1979,56,NFL,Tampa Bay Buccaneers,Head Coach
1980,57,NFL,Tampa Bay Buccaneers,Head Coach
1981,58,NFL,Tampa Bay Buccaneers,Head Coach
1982,59,NFL,Tampa Bay Buccaneers,Head Coach
1983,60,NFL,Tampa Bay Buccaneers,Head Coach
1984,61,NFL,Tampa Bay Buccaneers,Head Coach
