Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2022,39,MIA,NFL,17,9,8,0,.529,1.8,2.7,-0.9,1,0,1,.000,2,6,1,
2023,40,MIA,NFL,17,11,6,0,.647,4.4,7.6,-3.1,1,0,1,.000,2,7,2,
2024,41,MIA,NFL,17,8,9,0,.471,-3.0,-3.5,0.4,,,,,2,6,1,
