,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,327,4903.0,910.0,5.4,29.0,14,273.0,336,548,3633,33,15,6.2,194.0,322,1270,3,3.9,67.0,78,656,12.0,,,,,,,,,,,,,,,,,
1,buf,381,5893.0,1087.0,5.4,38.0,17,350.0,293,509,3457,23,21,6.4,192.0,549,2436,18,4.4,133.0,103,775,25.0,,,,,,,,,,,,,,,,,
2,chi,295,4941.0,951.0,5.2,34.0,10,282.0,266,479,3070,17,24,5.9,157.0,427,1871,15,4.4,101.0,93,776,24.0,,,,,,,,,,,,,,,,,
3,cin,274,3919.0,934.0,4.2,27.0,10,248.0,227,435,1943,16,17,4.0,114.0,454,1976,11,4.4,112.0,98,755,22.0,,,,,,,,,,,,,,,,,
4,cle,272,4492.0,883.0,5.1,28.0,12,242.0,238,398,2885,18,16,6.7,141.0,451,1607,7,3.6,85.0,104,765,16.0,,,,,,,,,,,,,,,,,
5,clt,216,4368.0,969.0,4.5,37.0,11,267.0,305,546,3266,13,26,5.5,174.0,379,1102,8,2.9,70.0,122,958,23.0,,,,,,,,,,,,,,,,,
6,crd,243,4577.0,948.0,4.8,42.0,18,277.0,298,517,3086,15,24,5.6,161.0,395,1491,11,3.8,88.0,85,722,28.0,,,,,,,,,,,,,,,,,
7,dal,409,5606.0,1014.0,5.5,24.0,9,324.0,314,491,3485,23,15,6.8,183.0,500,2121,20,4.2,119.0,91,650,22.0,,,,,,,,,,,,,,,,,
8,den,262,4430.0,928.0,4.8,43.0,14,234.0,258,473,2930,16,29,5.6,135.0,403,1500,11,3.7,84.0,98,768,15.0,,,,,,,,,,,,,,,,,
9,det,273,4440.0,843.0,5.3,36.0,15,241.0,231,406,2796,16,21,6.0,133.0,378,1644,9,4.3,83.0,122,903,25.0,,,,,,,,,,,,,,,,,
10,gnb,276,4785.0,990.0,4.8,36.0,21,291.0,340,527,3230,20,15,5.7,171.0,420,1555,7,3.7,101.0,88,749,19.0,,,,,,,,,,,,,,,,,
11,kan,348,4324.0,907.0,4.8,21.0,9,246.0,230,413,2792,15,12,6.1,134.0,446,1532,14,3.4,87.0,82,675,25.0,,,,,,,,,,,,,,,,,
12,mia,340,5500.0,998.0,5.5,34.0,17,316.0,332,563,3975,24,17,6.7,194.0,407,1525,9,3.7,101.0,86,656,21.0,,,,,,,,,,,,,,,,,
13,min,374,4899.0,995.0,4.9,32.0,17,288.0,258,458,2869,18,15,5.8,157.0,497,2030,19,4.1,115.0,99,809,16.0,,,,,,,,,,,,,,,,,
14,nor,330,4806.0,895.0,5.4,29.0,13,267.0,251,426,3178,19,16,7.2,155.0,454,1628,10,3.6,92.0,60,567,20.0,,,,,,,,,,,,,,,,,
15,nwe,205,3584.0,928.0,3.9,45.0,26,215.0,244,444,2034,13,19,4.0,130.0,419,1550,6,3.7,71.0,111,1051,14.0,,,,,,,,,,,,,,,,,
16,nyg,306,4422.0,936.0,4.7,23.0,13,271.0,232,433,2345,14,10,4.9,119.0,458,2077,20,4.5,120.0,87,647,32.0,,,,,,,,,,,,,,,,,
17,nyj,220,4431.0,958.0,4.6,39.0,15,252.0,251,495,2679,12,24,5.0,137.0,424,1752,8,4.1,94.0,107,873,21.0,,,,,,,,,,,,,,,,,
18,oti,352,5655.0,958.0,5.9,35.0,12,339.0,373,573,4029,27,23,6.7,217.0,353,1626,10,4.6,101.0,111,824,21.0,,,,,,,,,,,,,,,,,
19,phi,354,4980.0,1009.0,4.9,28.0,15,292.0,255,429,2592,20,13,5.3,138.0,516,2388,19,4.6,138.0,101,807,16.0,,,,,,,,,,,,,,,,,
20,pit,299,4906.0,989.0,5.0,32.0,18,284.0,249,431,2750,15,14,5.8,143.0,518,2156,13,4.2,119.0,106,941,22.0,,,,,,,,,,,,,,,,,
21,rai,249,4384.0,953.0,4.6,38.0,15,259.0,233,471,2590,20,23,5.0,139.0,434,1794,7,4.1,99.0,113,832,21.0,,,,,,,,,,,,,,,,,
22,ram,313,4877.0,914.0,5.3,37.0,17,278.0,289,495,3218,23,20,6.2,174.0,393,1659,12,4.2,83.0,79,592,21.0,,,,,,,,,,,,,,,,,
23,sdg,335,5221.0,1018.0,5.1,33.0,12,302.0,282,496,3346,16,21,6.3,161.0,489,1875,18,3.8,118.0,91,813,23.0,,,,,,,,,,,,,,,,,
24,sea,140,3374.0,945.0,3.6,41.0,18,208.0,230,476,1778,9,23,3.3,114.0,402,1596,4,4.0,77.0,111,918,17.0,,,,,,,,,,,,,,,,,
25,sfo,431,6195.0,994.0,6.2,22.0,13,344.0,319,480,3880,29,9,7.6,192.0,482,2315,22,4.8,135.0,80,636,17.0,,,,,,,,,,,,,,,,,
26,tam,267,4771.0,994.0,4.8,29.0,9,281.0,299,511,3065,17,20,5.5,165.0,438,1706,12,3.9,100.0,91,754,16.0,,,,,,,,,,,,,,,,,
27,was,300,4890.0,991.0,4.9,24.0,7,276.0,272,485,3163,15,17,6.2,160.0,483,1727,10,3.6,104.0,84,741,12.0,,,,,,,,,,,,,,,,,
