,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,414,5549.0,934.0,5.9,23.0,12,304.0,277,439,3255,24,11,6.9,172.0,464,2294,20,4.9,109.0,92,761,23.0,,,,,,,,,,,,,,,,,
1,buf,283,4604.0,991.0,4.6,35.0,12,278.0,305,520,3209,19,23,5.7,185.0,427,1395,8,3.3,77.0,118,933,16.0,,,,,,,,,,,,,,,,,
2,chi,361,4952.0,953.0,5.2,30.0,16,274.0,261,442,3004,20,14,6.2,144.0,468,1948,14,4.2,109.0,90,780,21.0,,,,,,,,,,,,,,,,,
3,cin,364,5333.0,1024.0,5.2,33.0,17,319.0,288,489,3326,24,16,6.2,168.0,490,2007,15,4.1,126.0,95,797,25.0,,,,,,,,,,,,,,,,,
4,cle,275,4757.0,963.0,4.9,33.0,20,281.0,291,486,3152,23,13,5.9,170.0,429,1605,5,3.7,86.0,93,764,25.0,,,,,,,,,,,,,,,,,
5,clt,302,5074.0,1004.0,5.1,35.0,15,314.0,260,470,2900,14,20,5.7,164.0,495,2174,16,4.4,129.0,101,836,21.0,,,,,,,,,,,,,,,,,
6,crd,332,5126.0,915.0,5.6,28.0,12,281.0,276,452,3491,24,16,7.3,163.0,436,1635,13,3.8,101.0,100,826,17.0,,,,,,,,,,,,,,,,,
7,dal,243,3931.0,873.0,4.5,31.0,14,241.0,263,484,2687,16,17,5.1,147.0,345,1244,11,3.6,68.0,94,727,26.0,,,,,,,,,,,,,,,,,
8,den,329,5083.0,1001.0,5.1,31.0,16,283.0,268,462,3120,21,15,6.1,156.0,489,1963,10,4.0,105.0,96,715,22.0,,,,,,,,,,,,,,,,,
9,det,332,5058.0,976.0,5.2,32.0,11,308.0,296,487,3217,20,21,6.2,168.0,460,1841,14,4.0,119.0,111,871,21.0,,,,,,,,,,,,,,,,,
10,gnb,296,5098.0,923.0,5.5,34.0,19,277.0,277,483,3277,16,15,6.3,170.0,406,1821,12,4.5,89.0,98,830,18.0,,,,,,,,,,,,,,,,,
11,kan,282,4324.0,949.0,4.6,39.0,15,256.0,253,458,2537,19,24,5.0,145.0,441,1787,12,4.1,97.0,124,959,14.0,,,,,,,,,,,,,,,,,
12,mia,281,4583.0,976.0,4.7,32.0,14,273.0,294,512,2983,16,18,5.4,168.0,428,1600,9,3.7,92.0,89,679,13.0,,,,,,,,,,,,,,,,,
13,min,249,4515.0,997.0,4.5,42.0,14,293.0,320,508,2782,12,28,5.0,154.0,438,1733,11,4.0,113.0,98,768,26.0,,,,,,,,,,,,,,,,,
14,nor,202,4075.0,949.0,4.3,38.0,20,246.0,287,511,2470,13,18,4.3,146.0,381,1605,8,4.2,86.0,77,729,14.0,,,,,,,,,,,,,,,,,
15,nwe,363,5048.0,1000.0,5.0,29.0,15,292.0,258,459,3097,22,14,6.5,149.0,521,1951,15,3.7,112.0,90,673,31.0,,,,,,,,,,,,,,,,,
16,nyg,367,5043.0,923.0,5.5,26.0,12,287.0,270,440,3031,22,14,6.5,155.0,458,2012,17,4.4,115.0,93,744,17.0,,,,,,,,,,,,,,,,,
17,nyj,315,4880.0,961.0,5.1,39.0,18,276.0,257,465,2961,19,21,5.9,146.0,460,1919,13,4.2,110.0,82,808,20.0,,,,,,,,,,,,,,,,,
18,oti,258,4211.0,907.0,4.6,31.0,11,254.0,248,445,2577,20,20,5.2,139.0,412,1634,6,4.0,93.0,114,886,22.0,,,,,,,,,,,,,,,,,
19,phi,245,4412.0,959.0,4.6,37.0,13,242.0,263,517,2931,20,24,5.1,146.0,387,1481,4,3.8,73.0,86,683,23.0,,,,,,,,,,,,,,,,,
20,pit,225,4658.0,949.0,4.9,43.0,21,266.0,252,478,2817,15,22,5.5,146.0,435,1841,6,4.2,99.0,104,814,21.0,,,,,,,,,,,,,,,,,
21,rai,281,4516.0,974.0,4.6,19.0,7,264.0,243,450,2833,11,12,5.7,135.0,478,1683,17,3.5,104.0,98,755,25.0,,,,,,,,,,,,,,,,,
22,ram,383,5523.0,1005.0,5.5,33.0,15,319.0,305,507,3293,18,18,6.1,175.0,467,2230,22,4.8,130.0,102,778,14.0,,,,,,,,,,,,,,,,,
23,sdg,241,4227.0,907.0,4.7,36.0,11,250.0,271,491,2832,17,25,5.2,157.0,365,1395,10,3.8,80.0,98,798,13.0,,,,,,,,,,,,,,,,,
24,sea,312,4583.0,987.0,4.6,31.0,11,247.0,251,428,2661,11,20,5.6,129.0,513,1922,14,3.7,96.0,100,776,22.0,,,,,,,,,,,,,,,,,
25,sfo,236,4787.0,943.0,5.1,29.0,12,277.0,320,551,3369,20,17,5.7,174.0,351,1418,5,4.0,90.0,79,651,13.0,,,,,,,,,,,,,,,,,
26,tam,365,5185.0,985.0,5.3,33.0,13,296.0,293,508,3510,25,20,6.5,175.0,441,1675,15,3.8,100.0,74,563,21.0,,,,,,,,,,,,,,,,,
27,was,255,4438.0,911.0,4.9,34.0,11,249.0,258,466,2742,15,23,5.4,138.0,406,1696,11,4.2,89.0,85,709,22.0,,,,,,,,,,,,,,,,,
