Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1967,DET,HC,16,12,13,7,8,13,12,12,5,3,8,5,16,12,15,12,6,15,4,5,11,14,10,9,7,13,1,2,1,7,4
1968,DET,HC,16,12,7,10,7,11,14,6,11,12,14,8,14,9,9,10,1,8,6,5,8,12,6,9,4,10,5,5,2,6,9
1969,DET,HC,16,5,3,4,4,16,14,4,3,6,9,14,5,14,15,15,6,15,2,2,2,3,3,3,2,3,3,3,5,5,3
1970,DET,HC,26,4,1,2,6,13,2,6,2,2,3,8,15,25,22,7,4,13,2,2,1,1,1,4,2,5,12,16,6,2,20
1971,DET,HC,26,11,15,9,5,4,3,10,1,2,7,5,21,22,12,8,5,4,11,16,16,8,15,19,17,22,2,8,18,11,22
1972,DET,HC,26,8,9,10,16,15,6,2,14,12,3,8,1,21,14,7,12,6,19,17,19,18,21,15,23,10,4,9,16,22,18
