Year,Age,Level,Employer,Role
1966,34,NFL,Detroit Lions,Linebackers
1967,35,NFL,Detroit Lions,Head Coach
1968,36,NFL,Detroit Lions,Head Coach
1969,37,NFL,Detroit Lions,Head Coach
1970,38,NFL,Detroit Lions,Head Coach
1971,39,NFL,Detroit Lions,Head Coach
1972,40,NFL,Detroit Lions,Head Coach
