,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1933,49,BOS,NFL,12,5,5,2,.500,1.9,-0.8,2.7,,,,,3,
1,1934,50,BOS,NFL,12,6,6,0,.500,0.2,-1.7,2.0,,,,,2,
