Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1923,25,STL,NFL,7,1,4,2,.200,-4.4,-6.3,1.9,,,,,14,
