Year,Age,Level,Employer,Role
1954,25,U.S. Military,Fort Benning,Head Coach
1955,26,College,Arizona State,Line Coach
1956,27,College,Arizona State,Line Coach
1957,28,College,Arizona State,Line Coach
1958,29,College,Arizona State,Head Coach
1959,30,College,Arizona State,Head Coach
1960,31,College,Arizona State,Head Coach
1961,32,College,Arizona State,Head Coach
1962,33,College,Arizona State,Head Coach
1963,34,College,Arizona State,Head Coach
1964,35,College,Arizona State,Head Coach
1965,36,College,Arizona State,Head Coach
1966,37,College,Arizona State,Head Coach
1967,38,College,Arizona State,Head Coach
1968,39,College,Arizona State,Head Coach
1969,40,College,Arizona State,Head Coach
1970,41,College,Arizona State,Head Coach
1971,42,College,Arizona State,Head Coach
1972,43,College,Arizona State,Head Coach
1973,44,College,Arizona State,Head Coach
1974,45,College,Arizona State,Head Coach
1975,46,College,Arizona State,Head Coach
1976,47,College,Arizona State,Head Coach
1977,48,College,Arizona State,Head Coach
1978,49,College,Arizona State,Head Coach
1979,50,College,Arizona State,Head Coach
1981,52,CFL,Hamilton Tiger Cats,Head Coach
1982,53,NFL,Baltimore Colts,Head Coach
1983,54,NFL,Baltimore Colts,Head Coach
1984,55,NFL,Indianapolis Colts,Head Coach
1985,56,USFL,Arizona Outlaws,Head Coach
