Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1982,BAL,HC,28,28,27,28,27,27,28,11,10,14,25,20,22,14,24,27,8,28,26,26,28,28,28,21,26,25,4,15,27,27,27
1983,BAL,HC,28,19,11,25,22,21,26,6,3,2,24,4,4,28,28,27,11,20,23,19,17,17,17,9,12,17,9,21,27,20,25
1984,IND,HC,28,24,20,25,27,28,28,16,9,12,15,15,14,26,28,28,15,27,22,25,22,27,17,18,4,17,15,22,26,18,22
