,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1993,NYG,DC,28,4,3,6,7,10,18,1,1,1,12,14,2,27,22,17,2,7,5,1,17,2,7,5,19,23,15,10,3,12,10
1,1994,NYG,DC,28,9,8,16,24,28,22,8,3,10,11,25,1,27,27,24,16,22,11,8,10,15,15,11,20,4,6,8,5,18,18
2,1995,NYG,DC,30,26,9,23,26,29,24,10,8,13,6,17,21,29,30,28,7,27,17,16,14,27,27,26,25,11,4,4,7,17,15
3,1996,NYG,DC,30,23,14,20,29,30,28,23,7,21,30,29,14,29,30,25,23,30,14,10,8,22,16,20,7,14,14,15,5,7,16
4,1997,WAS,DC,30,14,14,11,13,16,15,18,12,21,16,23,2,10,11,9,25,12,16,8,11,26,28,19,26,10,13,3,4,13,6
5,1998,WAS,DC,30,20,24,27,19,15,17,15,27,18,10,7,21,4,13,10,8,23,24,28,25,28,28,30,28,21,10,5,11,21,10
6,1999,WAS,DC,31,7,4,8,11,2,2,7,10,9,1,4,11,16,6,4,4,4,30,24,5,19,27,25,31,13,28,26,21,6,16
7,2000,NYJ,DC,31,13,20,18,11,12,17,29,19,24,21,26,8,1,6,8,30,13,10,13,8,25,23,6,11,11,11,6,9,6,6
8,2002,BAL,DC,32,20,17,22,27,26,23,22,18,16,26,14,27,25,27,19,9,25,22,19,8,22,13,23,2,32,26,26,4,2,20
9,2003,BAL,DC,32,8,9,6,10,21,8,30,1,1,5,3,31,32,32,26,21,27,3,6,2,14,6,1,3,2,25,4,13,4,1
10,2004,BAL,DC,32,10,5,9,23,31,20,9,8,9,17,15,20,26,31,30,3,31,6,6,7,20,8,8,2,9,12,10,1,6,9
11,2005,SFO,HC,32,26,27,32,32,32,30,27,20,17,25,16,21,31,32,32,27,31,32,30,21,23,18,27,11,23,30,32,31,14,32
12,2006,SFO,HC,32,21,23,29,27,26,24,23,19,6,18,2,29,30,29,25,15,22,26,32,18,22,19,27,16,10,19,26,27,22,25
13,2007,SFO,HC,32,25,30,29,32,32,32,23,31,27,25,11,27,22,32,26,17,32,25,20,28,30,22,7,5,18,20,22,20,29,21
14,2008,SFO,HC,32,22,31,23,23,23,22,32,27,27,25,21,32,18,13,13,26,18,13,23,28,21,13,15,8,28,24,20,21,21,15
15,2009,DEN,DC,32,16,7,18,13,15,20,7,14,18,22,17,11,9,13,16,7,15,7,12,9,22,26,11,27,6,9,3,8,13,3
16,2010,MIA,DC,32,17,30,22,11,21,30,21,11,21,29,30,13,13,16,27,25,21,6,14,29,23,7,7,4,24,5,8,9,28,20
17,2011,MIA,DC,32,23,24,14,22,22,20,18,6,11,19,15,24,28,23,18,8,18,15,6,26,11,3,3,3,32,25,25,16,16,18
18,2012,ATL,DC,32,1,5,5,14,8,7,7,26,29,13,29,1,8,6,5,12,4,24,5,5,10,21,24,29,13,14,23,1,5,22
19,2013,ATL,DC,32,26,24,25,26,14,20,21,32,32,21,24,25,3,7,11,19,17,27,27,24,26,31,18,31,11,5,21,29,29,32
20,2014,ATL,DC,32,23,11,24,23,8,12,13,27,24,17,21,9,3,5,11,16,7,32,27,6,24,21,32,16,6,23,32,5,12,32
21,2020,DAL,DC,32,21,21,25,21,14,17,27,15,17,21,23,29,2,8,19,17,22,23,28,7,31,31,25,30,2,2,11,27,23,21
