,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2005,46,San Francisco 49ers,NFL,16,4,12,0,.250,-11.1,-5.6,-5.5,,,,,4,5,2,
1,2006,47,San Francisco 49ers,NFL,16,7,9,0,.438,-8.7,-3.5,-5.2,,,,,3,11,6,
2,2007,48,San Francisco 49ers,NFL,16,5,11,0,.313,-11.9,-9.9,-2.0,,,,,3,9,4,
3,2008,49,San Francisco 49ers,NFL,7,2,5,0,.286,-5.3,-2.9,-2.4,,,,,2,4,0,Fired after Week 7
