,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1920,33,DET,APFA,8,2,3,3,.400,-4.4,-5.3,0.9,,,,,9,
1,1921,34,DET,APFA,7,1,5,1,.167,-4.2,-1.0,-3.2,,,,,16,
