Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1923,31,RCH,NFL,4,0,4,0,.000,-34.0,-4.9,-29.1,,,,,19,
1924,32,RCH,NFL,3,0,3,0,.000,-21.2,-10.2,-11.0,,,,,16,
