Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1991,45,IND,NFL,11,1,10,0,.091,-17.3,-11.5,-5.7,,,,,5,
1996,50,NOR,NFL,8,1,7,0,.125,-8.1,-7.1,-1.0,,,,,5,
