Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1925,28,CRD,NFL,14,11,2,1,.846,1.7,1.3,0.4,,,,,1,NFL Champions
1926,29,CRD,NFL,12,5,6,1,.455,1.0,-0.4,1.4,,,,,10,
