,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,391,5779.0,1011.0,5.7,21.0,10,313.0,265,434,3336,16,11,7.4,157.0,560,2443,23,4.4,131.0,71,591,25.0,174.0,39.7,10.3,30.6,2.8666666666666667,5.99,33.1,2.11,219.0,95.0,0.434,13.0,6.0,0.462,56.0,31.0,0.5539999999999999
1,buf,336,4882.0,956.0,5.1,30.0,15,287.0,309,479,3040,14,15,5.9,167.0,439,1842,16,4.2,107.0,71,538,13.0,176.0,34.1,16.5,32.1,2.7333333333333334,5.65,27.7,1.7,203.0,81.0,0.39899999999999997,16.0,7.0,0.43799999999999994,52.0,25.0,0.48100000000000004
2,car,414,5595.0,938.0,6.0,19.0,7,287.0,246,414,3158,15,12,7.3,152.0,504,2437,30,4.8,118.0,94,637,17.0,192.0,38.0,9.9,31.8,2.45,5.05,29.2,2.08,197.0,78.0,0.396,8.0,3.0,0.375,49.0,32.0,0.653
3,chi,375,4734.0,991.0,4.8,27.0,13,264.0,304,528,3061,20,14,5.5,153.0,434,1673,15,3.9,98.0,78,610,13.0,203.0,30.5,11.3,33.4,2.25,5.03,23.3,1.63,219.0,78.0,0.35600000000000004,14.0,6.0,0.429,50.0,28.0,0.56
4,cin,204,3926.0,984.0,4.0,26.0,11,245.0,303,513,2406,11,15,4.3,145.0,420,1520,6,3.6,80.0,75,591,20.0,186.0,21.0,13.4,30.1,2.5166666666666666,5.43,21.0,0.99,236.0,82.0,0.34700000000000003,14.0,7.0,0.5,33.0,15.0,0.455
5,cle,232,3985.0,921.0,4.3,26.0,6,233.0,238,488,2380,11,20,4.6,127.0,409,1605,6,3.9,84.0,100,669,22.0,172.0,27.3,14.5,29.8,2.5666666666666664,5.57,23.1,1.22,212.0,72.0,0.34,14.0,6.0,0.429,38.0,14.0,0.368
6,clt,377,5368.0,969.0,5.5,17.0,5,321.0,393,585,4094,27,12,6.8,220.0,370,1274,13,3.4,80.0,86,619,21.0,150.0,40.7,10.0,28.2,3.05,6.63,35.8,2.31,201.0,101.0,0.502,16.0,11.0,0.688,50.0,34.0,0.68
7,crd,427,5852.0,998.0,5.9,30.0,15,328.0,418,630,4674,31,15,7.1,231.0,340,1178,14,3.5,72.0,107,781,25.0,178.0,39.3,15.7,30.8,2.716666666666667,5.76,32.9,2.19,198.0,83.0,0.419,16.0,8.0,0.5,65.0,38.0,0.585
8,dal,362,5512.0,979.0,5.6,33.0,13,291.0,328,547,3789,29,20,6.6,171.0,401,1723,12,4.3,102.0,120,957,18.0,190.0,32.1,16.3,29.5,2.533333333333333,5.27,28.9,1.83,212.0,91.0,0.429,12.0,7.0,0.583,44.0,26.0,0.591
9,den,370,6333.0,1019.0,6.2,30.0,12,354.0,386,620,4471,25,18,7.1,223.0,387,1862,15,4.8,103.0,77,739,28.0,167.0,38.9,17.4,26.0,2.75,6.31,37.9,2.13,200.0,95.0,0.475,10.0,4.0,0.4,55.0,30.0,0.545
