,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1971,45,STL,NFL,14,4,9,1,.308,-4.2,-4.0,-0.2,,,,,4,
1,1972,46,STL,NFL,14,4,9,1,.321,-5.7,-4.5,-1.2,,,,,4,
