Year,Age,Level,Employer,Role
1951,25,College,Maine,Assistant Coach
1952,26,College,Maine,Assistant Coach
1953,27,College,Eastern Michigan,Assistant Coach
1954,28,College,Michigan,Assistant Coach
1955,29,College,Michigan,Assistant Coach
1956,30,College,Michigan,Assistant Coach
1957,31,College,Michigan,Assistant Coach
1958,32,College,Michigan,Assistant Coach
1959,33,College,Michigan,Assistant Coach
1960,34,College,Michigan,Assistant Coach
1961,35,College,Michigan,Assistant Coach
1962,36,College,Michigan,Assistant Coach
1963,37,College,Michigan,Assistant Coach
1964,38,College,Michigan,Assistant Coach
1965,39,College,Michigan,Assistant Coach
1967,41,NFL,Minnesota Vikings,Defensive Line
1968,42,NFL,Minnesota Vikings,Defensive Line
1969,43,NFL,Minnesota Vikings,Defensive Coordinator
1970,44,NFL,Minnesota Vikings,Defensive Coordinator
1971,45,NFL,St. Louis Cardinals,Head Coach
1972,46,NFL,St. Louis Cardinals,Head Coach
1973,47,NFL,Detroit Lions,Defensive Backs
1974,48,NFL,Detroit Lions,Defensive Backs
1975,49,NFL,San Francisco 49ers,Defensive Line
1976,50,NFL,Seattle Seahawks,Defensive Coordinator
1977,51,NFL,Seattle Seahawks,Defensive Coordinator
1978,52,NFL,Minnesota Vikings,Defensive Coordinator
1979,53,NFL,Minnesota Vikings,Defensive Coordinator
1980,54,NFL,Minnesota Vikings,Defensive Coordinator
1981,55,NFL,Minnesota Vikings,Defensive Coordinator
1982,56,NFL,Minnesota Vikings,Defensive Coordinator
1983,57,NFL,Minnesota Vikings,Defensive Coordinator
1984,58,NFL,Minnesota Vikings,Quality Control
1985,59,NFL,Minnesota Vikings,Defensive Coordinator
