Year,Age,Level,Employer,Role
2017,42,High School,Hebron Christian Academy (Dacula GA),Head Coach
2018,43,High School,Hebron Christian Academy (Dacula GA),Head Coach
2019,44,High School,Hebron Christian Academy (Dacula GA),Head Coach
2022,47,NFL,Indianapolis Colts,Interim Head Coach
