,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,268,4317.0,888.0,4.9,46.0,27,254.0,225,383,2285,13,19,5.5,120.0,475,2032,14,4.3,120.0,73,762,14.0,,,,,,,,,,,,,,,,,
1,buf,359,4334.0,853.0,5.1,37.0,18,236.0,175,368,2476,21,19,6.2,118.0,454,1858,17,4.1,106.0,71,719,12.0,,,,,,,,,,,,,,,,,
2,chi,339,3881.0,769.0,5.0,27.0,11,208.0,150,296,1981,23,16,6.0,98.0,440,1900,17,4.3,89.0,66,612,21.0,,,,,,,,,,,,,,,,,
3,cin,367,5337.0,935.0,5.7,36.0,15,278.0,205,396,2686,24,21,6.5,130.0,523,2651,13,5.1,135.0,72,824,13.0,,,,,,,,,,,,,,,,,
4,cle,300,4454.0,841.0,5.3,41.0,22,257.0,202,387,2464,19,19,5.8,121.0,417,1990,18,4.8,120.0,72,746,16.0,,,,,,,,,,,,,,,,,
5,clt,268,4649.0,891.0,5.2,25.0,10,256.0,271,459,3249,20,15,6.6,164.0,399,1400,8,3.5,70.0,74,848,22.0,,,,,,,,,,,,,,,,,
6,crd,389,5176.0,936.0,5.5,27.0,12,289.0,260,465,3532,38,15,7.1,185.0,438,1644,10,3.8,83.0,71,773,21.0,,,,,,,,,,,,,,,,,
7,dal,223,3707.0,826.0,4.5,35.0,11,203.0,235,458,2657,23,24,5.2,141.0,313,1050,3,3.4,52.0,58,680,10.0,,,,,,,,,,,,,,,,,
8,den,344,4641.0,918.0,5.1,28.0,14,276.0,223,437,2932,19,14,6.1,151.0,436,1709,15,3.9,95.0,84,901,30.0,,,,,,,,,,,,,,,,,
9,det,188,3084.0,768.0,4.0,42.0,21,182.0,167,350,1861,15,21,4.7,101.0,372,1223,7,3.3,64.0,90,857,17.0,,,,,,,,,,,,,,,,,
10,gnb,221,3827.0,881.0,4.3,26.0,7,224.0,177,360,1845,13,19,4.7,107.0,485,1982,7,4.1,103.0,65,733,14.0,,,,,,,,,,,,,,,,,
11,kan,177,3163.0,788.0,4.0,47.0,15,181.0,200,426,2072,10,32,4.4,111.0,314,1091,6,3.5,53.0,39,443,17.0,,,,,,,,,,,,,,,,,
12,mia,332,4126.0,851.0,4.8,31.0,13,206.0,196,404,2637,25,18,6.1,126.0,422,1489,9,3.5,66.0,66,840,14.0,,,,,,,,,,,,,,,,,
13,min,133,2720.0,796.0,3.4,42.0,12,158.0,213,410,1631,8,30,3.6,88.0,337,1089,4,3.2,55.0,69,795,15.0,,,,,,,,,,,,,,,,,
14,nor,393,5018.0,822.0,6.1,22.0,10,242.0,200,382,3183,32,12,7.9,131.0,419,1835,15,4.4,88.0,81,773,23.0,,,,,,,,,,,,,,,,,
15,nwe,316,4810.0,898.0,5.4,34.0,14,278.0,203,348,2451,18,20,6.6,115.0,528,2359,18,4.5,142.0,69,810,21.0,,,,,,,,,,,,,,,,,
16,nyg,298,4208.0,838.0,5.0,33.0,14,243.0,171,340,2155,18,19,5.8,103.0,466,2053,14,4.4,120.0,62,601,20.0,,,,,,,,,,,,,,,,,
17,nyj,269,4082.0,822.0,5.0,45.0,16,229.0,232,437,2756,22,29,5.8,151.0,343,1326,7,3.9,63.0,69,788,15.0,,,,,,,,,,,,,,,,,
18,oti,279,3773.0,833.0,4.5,40.0,17,183.0,167,371,2217,18,23,5.5,93.0,430,1556,10,3.6,77.0,61,592,13.0,,,,,,,,,,,,,,,,,
19,phi,377,4978.0,936.0,5.3,29.0,14,268.0,243,444,3069,23,15,6.5,136.0,467,1909,15,4.1,111.0,79,950,21.0,,,,,,,,,,,,,,,,,
20,pit,404,4401.0,898.0,4.9,41.0,16,260.0,227,410,2669,27,25,6.0,142.0,455,1732,17,3.8,101.0,79,793,17.0,,,,,,,,,,,,,,,,,
21,rai,242,3770.0,907.0,4.2,42.0,16,232.0,164,422,2109,15,26,4.5,107.0,438,1661,13,3.8,90.0,81,918,35.0,,,,,,,,,,,,,,,,,
22,ram,243,4001.0,895.0,4.5,38.0,12,242.0,202,430,2526,18,26,5.3,125.0,415,1475,8,3.6,84.0,88,709,33.0,,,,,,,,,,,,,,,,,
23,sdg,276,4237.0,824.0,5.1,37.0,6,232.0,241,423,2795,22,31,6.1,148.0,366,1442,11,3.9,71.0,71,791,13.0,,,,,,,,,,,,,,,,,
24,sfo,319,4175.0,854.0,4.9,31.0,11,242.0,205,402,2471,22,20,5.7,128.0,422,1704,14,4.0,91.0,70,671,23.0,,,,,,,,,,,,,,,,,
25,was,319,4476.0,898.0,5.0,26.0,10,277.0,192,369,2177,11,16,5.6,110.0,511,2299,26,4.5,149.0,83,904,18.0,,,,,,,,,,,,,,,,,
