,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,341,5200.0,1001.0,5.2,29.0,13,319.0,320,526,3137,18,16,5.6,167.0,438,2063,18,4.7,122.0,114,981,30.0,190.0,32.1,14.7,Own 30.2,2:34,5.4,27.3,1.72,192.0,58.0,30.2%,16.0,10.0,62.5%,49.0,26.0,53.1%
1,buf,367,5496.0,1030.0,5.3,30.0,13,343.0,314,503,3291,19,17,6.1,169.0,489,2205,22,4.5,146.0,124,904,28.0,177.0,33.9,16.4,Own 30.0,2:48,6.0,30.9,1.94,200.0,93.0,46.5%,12.0,7.0,58.3%,52.0,33.0,63.5%
2,car,259,4522.0,981.0,4.6,42.0,19,262.0,305,528,3057,15,23,5.3,160.0,408,1465,9,3.6,72.0,128,1045,30.0,187.0,25.1,19.8,Own 30.6,2:30,5.4,24.2,1.27,221.0,90.0,40.7%,16.0,5.0,31.3%,39.0,16.0,41.0%
3,chi,202,4509.0,1034.0,4.4,34.0,10,259.0,313,550,2872,10,24,4.9,153.0,443,1637,9,3.7,83.0,118,1016,23.0,203.0,19.7,15.3,Own 30.4,2:29,5.2,22.1,0.97,238.0,76.0,31.9%,20.0,6.0,30.0%,40.0,13.0,32.5%
4,cin,350,5419.0,976.0,5.6,44.0,13,321.0,324,519,3569,21,31,6.5,185.0,429,1850,16,4.3,109.0,110,985,27.0,179.0,34.6,23.5,Own 30.6,2:36,5.6,30.2,1.87,190.0,81.0,42.6%,14.0,6.0,42.9%,48.0,26.0,54.2%
5,cle,301,5069.0,1021.0,5.0,23.0,8,292.0,279,471,2867,19,15,5.8,161.0,527,2202,11,4.2,116.0,97,716,15.0,179.0,32.4,11.7,Own 33.4,2:52,5.9,28.2,1.64,215.0,87.0,40.5%,18.0,8.0,44.4%,50.0,22.0,44.0%
6,clt,247,4913.0,953.0,5.2,31.0,13,269.0,343,509,3151,17,18,5.7,163.0,398,1762,9,4.4,91.0,119,857,15.0,167.0,26.9,18.0,Own 30.4,2:50,5.9,29.4,1.43,207.0,76.0,36.7%,24.0,14.0,58.3%,39.0,19.0,48.7%
7,crd,387,4729.0,936.0,5.1,26.0,11,272.0,301,488,3097,17,15,5.9,158.0,411,1632,22,4.0,83.0,103,819,31.0,198.0,30.3,13.1,Own 32.8,2:19,4.8,23.9,1.7,196.0,67.0,34.2%,11.0,4.0,36.4%,44.0,24.0,54.5%
8,dal,308,4814.0,946.0,5.1,26.0,11,256.0,271,495,3083,18,15,5.8,150.0,414,1731,13,4.2,87.0,142,1015,19.0,190.0,27.4,13.2,Own 30.3,2:20,5.1,25.3,1.47,211.0,73.0,34.6%,11.0,7.0,63.6%,38.0,19.0,50.0%
9,den,258,5006.0,985.0,5.1,36.0,16,295.0,344,613,3643,20,20,5.7,183.0,344,1363,10,4.0,82.0,139,989,30.0,176.0,25.0,18.2,Own 27.9,2:29,5.7,28.3,1.43,207.0,76.0,36.7%,19.0,10.0,52.6%,39.0,22.0,56.4%
10,det,345,5158.0,1006.0,5.1,31.0,12,308.0,295,487,3118,19,19,6.0,166.0,488,2040,15,4.2,109.0,130,953,33.0,184.0,31.5,16.8,Own 31.0,2:43,5.6,27.9,1.68,208.0,82.0,39.4%,11.0,6.0,54.5%,53.0,27.0,50.9%
11,gnb,344,4690.0,969.0,4.8,21.0,11,280.0,252,430,2680,22,10,5.8,143.0,504,2010,10,4.0,107.0,98,975,30.0,192.0,31.8,10.9,Own 34.5,2:27,5.2,24.3,1.62,206.0,74.0,35.9%,8.0,3.0,37.5%,47.0,25.0,53.2%
12,htx,431,5824.0,1012.0,5.8,16.0,9,348.0,304,469,3521,24,7,7.0,188.0,506,2303,21,4.6,123.0,105,846,37.0,174.0,42.0,7.5,Own 30.4,2:59,6.0,33.4,2.29,196.0,75.0,38.3%,20.0,13.0,65.0%,60.0,36.0,60.0%
13,jax,269,4655.0,963.0,4.8,28.0,9,273.0,285,482,2946,22,19,5.6,158.0,434,1709,4,3.9,79.0,130,1055,36.0,185.0,24.9,14.1,Own 26.6,2:29,5.4,25.1,1.31,205.0,67.0,32.7%,14.0,4.0,28.6%,36.0,19.0,52.8%
14,kan,325,5249.0,971.0,5.4,31.0,15,292.0,325,559,3679,25,16,6.3,189.0,383,1570,11,4.1,84.0,90,805,19.0,177.0,31.6,15.8,Own 31.9,2:31,5.6,29.4,1.76,206.0,78.0,37.9%,19.0,7.0,36.8%,45.0,21.0,46.7%
15,mia,317,5078.0,1078.0,4.7,31.0,17,319.0,323,549,3307,23,14,5.5,183.0,480,1771,11,3.7,94.0,105,827,42.0,196.0,29.6,13.3,Own 28.8,2:39,5.6,25.7,1.58,236.0,95.0,40.3%,19.0,8.0,42.1%,51.0,26.0,51.0%
16,min,344,5173.0,1029.0,5.0,35.0,11,304.0,319,533,3332,23,24,5.9,177.0,462,1841,14,4.0,96.0,137,990,31.0,189.0,34.4,15.9,Own 33.4,2:38,5.6,27.3,1.81,221.0,95.0,43.0%,13.0,5.0,38.5%,53.0,25.0,47.2%
17,nor,398,4994.0,946.0,5.3,19.0,9,281.0,241,418,2849,20,10,6.4,145.0,503,2145,16,4.3,103.0,127,985,33.0,179.0,37.4,9.5,Own 31.9,2:38,5.5,27.8,1.93,220.0,89.0,40.5%,4.0,3.0,75.0%,57.0,28.0,49.1%
