,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,351,5225.0,1021.0,5.1,29.0,16,313.0,247,451,2679,19,13,5.5,149.0,531,2546,17,4.8,139.0,114,1043,25.0,190.0,31.6,13.2,30.3,2.5666666666666664,5.52,27.5,1.71,219.0,94.0,0.429,14.0,5.0,0.35700000000000004,54.0,31.0,0.574
1,buf,271,4122.0,930.0,4.4,26.0,10,259.0,269,459,2515,18,16,5.0,129.0,428,1607,6,3.8,96.0,120,897,34.0,177.0,29.9,14.1,33.8,2.6166666666666667,5.45,23.1,1.44,201.0,74.0,0.368,16.0,6.0,0.375,49.0,17.0,0.34700000000000003
2,car,391,4950.0,964.0,5.1,26.0,10,278.0,269,449,3271,25,16,6.9,157.0,487,1679,17,3.4,82.0,91,732,39.0,190.0,35.8,12.6,33.0,2.6,5.25,26.1,1.96,218.0,92.0,0.42200000000000004,6.0,2.0,0.33299999999999996,53.0,31.0,0.585
3,chi,260,4101.0,937.0,4.4,28.0,13,233.0,219,418,2002,11,15,4.5,111.0,488,2099,11,4.3,99.0,105,850,23.0,195.0,22.6,12.8,33.8,2.3666666666666667,4.97,21.0,1.13,215.0,62.0,0.28800000000000003,16.0,7.0,0.43799999999999994,43.0,20.0,0.465
4,cin,421,5730.0,1018.0,5.6,20.0,6,342.0,362,538,3820,32,14,6.8,203.0,459,1910,15,4.2,109.0,110,920,30.0,179.0,41.9,11.2,34.3,2.75,5.87,32.0,2.31,196.0,84.0,0.429,10.0,3.0,0.3,62.0,35.0,0.565
5,cle,232,4550.0,938.0,4.9,30.0,13,241.0,297,497,3047,15,17,5.6,149.0,395,1503,4,3.8,76.0,99,770,16.0,178.0,25.8,16.9,30.5,2.5166666666666666,5.43,25.4,1.2,203.0,67.0,0.33,18.0,7.0,0.389,39.0,11.0,0.282
6,clt,439,5799.0,1000.0,5.8,19.0,8,363.0,347,515,4096,31,11,7.7,217.0,465,1703,18,3.7,116.0,94,690,30.0,165.0,43.6,9.1,31.2,2.95,6.22,35.1,2.5,187.0,91.0,0.48700000000000004,13.0,8.0,0.615,61.0,37.0,0.607
7,crd,311,5575.0,1075.0,5.2,37.0,16,304.0,419,670,4437,21,21,6.2,224.0,360,1138,2,3.2,58.0,145,1184,22.0,194.0,34.0,18.0,29.5,2.5833333333333335,5.77,28.7,1.49,239.0,91.0,0.381,16.0,5.0,0.313,46.0,13.0,0.28300000000000003
8,dal,325,5202.0,1071.0,4.9,31.0,14,318.0,300,500,3341,23,17,6.1,177.0,521,1861,13,3.6,97.0,99,739,44.0,194.0,28.9,15.5,31.1,2.6833333333333336,5.66,26.7,1.61,232.0,94.0,0.405,13.0,7.0,0.5379999999999999,53.0,28.0,0.528
9,den,395,5766.0,1030.0,5.6,16.0,9,330.0,279,465,3227,18,7,6.6,162.0,542,2539,25,4.7,145.0,97,756,23.0,186.0,36.0,8.1,31.8,2.8166666666666664,5.71,30.9,2.01,210.0,76.0,0.36200000000000004,19.0,14.0,0.737,58.0,35.0,0.603
10,det,254,4319.0,955.0,4.5,30.0,12,258.0,297,520,2848,15,18,5.2,151.0,404,1471,10,3.6,69.0,115,838,38.0,179.0,24.6,15.6,30.5,2.6333333333333333,5.47,24.2,1.3,224.0,87.0,0.38799999999999996,17.0,7.0,0.41200000000000003,36.0,18.0,0.5
11,gnb,298,5118.0,1051.0,4.9,45.0,15,318.0,383,626,3766,20,30,5.8,206.0,398,1352,11,3.4,76.0,119,918,36.0,189.0,27.0,22.2,28.6,2.6166666666666667,5.7,26.8,1.47,221.0,91.0,0.41200000000000003,19.0,9.0,0.474,46.0,22.0,0.478
12,htx,260,4053.0,954.0,4.2,24.0,11,243.0,270,449,2237,15,13,4.3,142.0,437,1816,9,4.2,89.0,106,854,12.0,173.0,28.9,12.7,32.6,2.65,5.71,23.3,1.42,219.0,75.0,0.342,17.0,8.0,0.47100000000000003,37.0,16.0,0.43200000000000005
13,jax,361,5149.0,1021.0,5.0,17.0,11,301.0,283,487,3190,21,6,6.1,170.0,502,1959,18,3.9,97.0,121,1006,34.0,193.0,32.1,8.3,34.3,2.6333333333333333,5.45,26.7,1.77,225.0,93.0,0.413,10.0,4.0,0.4,49.0,29.0,0.5920000000000001
14,kan,403,6192.0,1059.0,5.8,23.0,13,347.0,317,507,3810,17,10,7.1,182.0,520,2382,26,4.6,138.0,115,890,27.0,183.0,38.3,11.5,30.6,2.8,5.97,33.8,2.09,213.0,91.0,0.42700000000000005,16.0,10.0,0.625,54.0,28.0,0.519
15,mia,318,5198.0,1026.0,5.1,30.0,14,274.0,291,556,3300,22,16,5.7,159.0,444,1898,11,4.3,93.0,132,1055,22.0,202.0,28.7,14.4,31.5,2.1666666666666665,5.23,25.4,1.51,225.0,79.0,0.35100000000000003,15.0,6.0,0.4,52.0,21.0,0.40399999999999997
16,min,306,4613.0,945.0,4.9,30.0,14,285.0,323,510,3146,18,16,5.6,169.0,381,1467,10,3.9,83.0,128,1013,33.0,190.0,27.9,14.2,31.6,2.4166666666666665,5.15,24.3,1.43,196.0,64.0,0.327,9.0,4.0,0.444,51.0,23.0,0.451
17,nor,235,5031.0,1017.0,4.9,43.0,19,312.0,308,553,3343,15,24,5.6,182.0,423,1688,8,4.0,89.0,135,1130,41.0,182.0,26.4,20.3,28.5,2.6833333333333336,5.77,27.6,1.3,211.0,82.0,0.389,12.0,2.0,0.16699999999999998,42.0,16.0,0.381
18,nwe,379,5632.0,1031.0,5.5,24.0,9,334.0,352,564,4120,28,15,7.0,204.0,439,1512,16,3.4,101.0,110,921,29.0,184.0,34.8,13.0,30.0,2.6333333333333333,5.74,30.6,2.0,221.0,93.0,0.42100000000000004,17.0,13.0,0.765,58.0,37.0,0.638
19,nyg,422,5787.0,1055.0,5.5,25.0,8,312.0,294,558,3578,24,17,6.1,172.0,469,2209,17,4.7,106.0,143,1115,34.0,201.0,37.8,11.4,33.8,2.4833333333333334,5.46,28.7,1.95,227.0,90.0,0.396,13.0,6.0,0.462,59.0,27.0,0.45799999999999996
20,nyj,240,3970.0,907.0,4.4,34.0,19,251.0,268,470,2642,11,15,5.1,146.0,384,1328,10,3.5,74.0,98,801,31.0,168.0,25.6,16.7,31.5,2.55,5.57,23.3,1.27,204.0,72.0,0.353,19.0,8.0,0.42100000000000004,43.0,19.0,0.442
21,oti,299,5122.0,1022.0,5.0,26.0,12,279.0,358,594,3597,20,14,5.8,191.0,397,1525,8,3.8,72.0,125,1002,16.0,193.0,26.4,13.5,32.4,2.5833333333333335,5.44,26.5,1.37,218.0,75.0,0.344,31.0,9.0,0.29,46.0,22.0,0.478
22,phi,310,5109.0,1027.0,5.0,34.0,14,282.0,337,620,3677,21,20,5.6,182.0,365,1432,11,3.9,73.0,134,1130,27.0,218.0,24.8,14.7,30.4,2.1,4.85,23.3,1.33,220.0,72.0,0.327,12.0,3.0,0.25,41.0,22.0,0.537
23,pit,389,5149.0,960.0,5.4,23.0,9,297.0,228,379,2926,21,14,7.1,144.0,549,2223,21,4.0,120.0,99,876,33.0,183.0,36.1,10.9,33.2,2.7666666666666666,5.41,28.1,2.0,192.0,68.0,0.354,12.0,5.0,0.41700000000000004,56.0,34.0,0.607
24,rai,290,4951.0,997.0,5.0,23.0,9,294.0,316,591,3582,21,14,5.6,189.0,361,1369,11,3.8,80.0,147,1132,25.0,183.0,28.4,11.5,29.3,2.45,5.62,27.0,1.55,214.0,85.0,0.397,14.0,7.0,0.5,45.0,21.0,0.467
25,ram,363,5571.0,1025.0,5.4,37.0,13,314.0,392,599,4036,23,24,6.3,209.0,380,1535,13,4.0,82.0,131,941,23.0,195.0,32.3,18.5,30.6,2.5,5.42,28.5,1.71,211.0,77.0,0.365,21.0,14.0,0.667,51.0,24.0,0.47100000000000003
26,rav,265,4693.0,1056.0,4.4,36.0,15,286.0,335,562,3088,17,21,5.1,163.0,452,1605,5,3.6,97.0,139,1067,26.0,191.0,27.2,18.3,30.0,2.5666666666666664,5.71,24.5,1.28,243.0,95.0,0.391,19.0,11.0,0.579,42.0,16.0,0.381
27,sdg,418,5567.0,1022.0,5.4,28.0,12,337.0,338,526,3495,27,16,6.3,191.0,465,2072,22,4.5,116.0,110,890,30.0,178.0,39.3,13.5,29.9,2.8333333333333335,5.88,31.3,2.28,208.0,88.0,0.423,17.0,11.0,0.647,50.0,35.0,0.7
28,sea,452,5915.0,1020.0,5.8,17.0,7,361.0,307,474,3458,25,10,6.9,192.0,519,2457,29,4.7,142.0,94,846,27.0,185.0,38.9,8.1,31.6,2.5833333333333335,5.65,31.9,2.34,192.0,76.0,0.396,8.0,7.0,0.875,60.0,43.0,0.7170000000000001
29,sfo,239,3587.0,865.0,4.1,35.0,14,191.0,204,389,1898,8,21,4.3,96.0,428,1689,9,3.9,70.0,106,780,25.0,196.0,21.9,16.3,27.6,2.25,4.56,18.2,1.01,204.0,49.0,0.24,8.0,5.0,0.625,28.0,11.0,0.39299999999999996
30,tam,300,4716.0,985.0,4.8,23.0,9,268.0,303,487,2890,17,14,5.5,161.0,457,1826,13,4.0,83.0,131,1085,24.0,190.0,27.4,11.6,29.6,2.6333333333333333,5.33,24.8,1.45,221.0,87.0,0.39399999999999996,7.0,4.0,0.5710000000000001,39.0,20.0,0.513
31,was,359,5289.0,1037.0,5.1,27.0,16,301.0,278,481,3106,25,11,6.1,166.0,525,2183,15,4.2,114.0,108,925,21.0,192.0,29.7,13.0,30.0,2.65,5.51,27.5,1.72,230.0,97.0,0.42200000000000004,11.0,6.0,0.545,47.0,30.0,0.638
