,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1926,NFL,Racine Tornadoes,1,4,0,16th of 22,,8,92,-84,"Barr,McIlwain",,,,,20,1,21,1,1,21,1,22,-16.8,-1.5,-18.3,-6.0,-12.3
1,1924,NFL,Racine Legion,4,3,3,7th of 18,,69,47,22,Ruetz,,,,,12,1,4,1,1,9,1,18,2.2,5.8,8.0,0.8,7.2
2,1923,NFL,Racine Legion,4,4,2,10th of 20,,86,76,10,Ruetz,,,,,6,1,11,1,1,9,1,20,1.0,-0.2,0.8,1.9,-1.1
3,1922,NFL,Racine Legion,6,4,1,6th of 18,,122,56,66,Ruetz,,,,,4,1,6,1,1,4,1,18,6.0,-10.7,-4.7,-2.6,-2.1
