,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
10,2013,430,5396,1029,5.2,18,10,323,333,546,3340,24,8,5.7,179,442,2056,17,4.7,110,101,774,34,197,32.0,9.1,Own 33.4,2:31,5.37,27.3,1.79,213,74,34.7%,11,4,36.4%,57,33,57.9%
11,2012,211,5108,1015,5.0,37,17,286,273,475,2713,8,20,5.3,144,500,2395,9,4.8,118,92,733,24,186,24.2,18.8,Own 26.4,2:37,5.64,27.4,1.09,212,70,33.0%,15,7,46.7%,37,10,27.0%
12,2011,212,4973,1021,4.9,28,10,277,299,500,3080,13,18,5.8,163,487,1893,5,3.9,89,110,916,25,189,22.2,12.7,Own 24.6,2:30,5.56,26.3,1.05,225,81,36.0%,17,7,41.2%,36,12,33.3%
13,2010,366,5595,1063,5.3,14,6,319,274,475,2968,27,8,5.9,167,556,2627,13,4.7,129,90,771,23,192,31.3,6.8,Own 30.5,2:38,5.67,29.1,1.77,226,83,36.7%,23,10,43.5%,52,31,59.6%
14,2009,294,4851,1019,4.8,27,10,256,296,536,2922,18,17,5.0,139,438,1929,8,4.4,91,84,667,26,202,25.2,12.4,Own 28.5,2:13,5.19,23.7,1.27,227,62,27.3%,29,14,48.3%,38,18,47.4%
15,2008,291,4939,957,5.2,24,8,273,310,541,3129,23,16,5.4,161,379,1810,9,4.8,94,78,645,18,178,27.0,12.4,Own 27.8,2:31,5.50,27.6,1.53,214,82,38.3%,18,7,38.9%,45,26,57.8%
16,2007,226,4429,1001,4.4,33,13,255,335,563,3181,17,20,5.1,171,383,1248,6,3.3,66,101,697,18,194,21.6,15.5,Own 28.1,2:29,5.30,22.8,1.12,232,79,34.1%,18,13,72.2%,35,17,48.6%
17,2006,331,5143,1004,5.1,26,14,310,272,450,3000,18,12,6.1,184,513,2143,17,4.2,105,76,577,21,182,32.4,12.6,Own 31.8,2:41,5.69,28.0,1.74,219,89,40.6%,15,9,60.0%,48,29,60.4%
18,2005,403,6192,1059,5.8,23,13,347,317,507,3810,17,10,7.1,182,520,2382,26,4.6,138,115,890,27,183,38.3,11.5,Own 30.6,2:48,5.97,33.8,2.09,213,91,42.7%,16,10,62.5%,54,28,51.9%
19,2004,483,6695,1089,6.1,27,10,398,370,561,4406,27,17,7.4,228,496,2289,31,4.6,138,117,963,32,182,41.2,14.3,Own 31.2,2:50,6.11,36.7,2.51,193,91,47.2%,14,4,28.6%,59,40,67.8%
20,2003,484,5910,1003,5.9,18,6,348,339,536,3981,24,12,7.1,201,446,1929,32,4.3,120,79,698,27,188,38.3,8.5,Own 32.3,2:31,5.44,31.3,2.34,201,84,41.8%,10,6,60.0%,54,42,77.8%
21,2002,467,6000,965,6.2,15,2,343,292,477,3622,27,13,7.2,179,462,2378,26,5.1,140,75,700,24,178,42.7,7.9,Own 32.2,2:37,5.57,33.7,2.47,185,77,41.6%,10,6,60.0%,64,42,65.6%
22,2001,320,5673,1015,5.6,33,9,324,300,528,3665,17,24,6.5,178,448,2008,16,4.5,119,68,602,27,190,31.6,16.3,Own 30.9,2:28,5.53,29.9,1.64,195,70,35.9%,16,5,31.3%,53,24,45.3%
23,2000,355,5614,999,5.6,26,11,321,342,582,4149,29,15,6.7,207,383,1465,12,3.8,84,118,848,30,190,30.5,13.2,Own 31.0,2:20,5.38,29.5,1.78,204,75,36.8%,13,4,30.8%,55,29,52.7%
24,1999,390,5321,1049,5.1,24,9,282,295,502,3239,22,15,6.1,164,521,2082,14,4.0,108,126,982,10,210,27.1,11.0,Own 29.3,2:19,5.13,25.7,1.50,243,96,39.5%,11,6,54.5%,41,25,61.0%
25,1998,327,4808,1012,4.8,32,14,289,305,543,3260,15,18,5.6,153,433,1548,19,3.6,103,158,1304,33,,,,,,,,,,,,,,,,,
26,1997,375,5064,1054,4.8,20,10,315,281,493,2893,20,10,5.5,163,529,2171,15,4.1,129,121,1035,23,,,,,,,,,,,,,,,,,
27,1996,297,4899,1045,4.7,24,10,312,290,530,2890,18,14,5.2,168,488,2009,15,4.1,111,122,901,33,,,,,,,,,,,,,,,,,
28,1995,358,5242,1059,4.9,21,11,295,300,531,3020,21,10,5.5,164,507,2222,14,4.4,113,116,851,18,,,,,,,,,,,,,,,,,
29,1994,319,5692,1098,5.2,26,12,322,366,615,3960,20,14,6.2,211,464,1732,12,3.7,97,127,911,14,,,,,,,,,,,,,,,,,
30,1993,328,4835,970,5.0,28,18,300,287,490,3180,20,10,6.1,180,445,1655,14,3.7,94,121,969,26,,,,,,,,,,,,,,,,,
31,1992,348,4324,907,4.8,21,9,246,230,413,2792,15,12,6.1,134,446,1532,14,3.4,87,82,675,25,,,,,,,,,,,,,,,,,
32,1991,322,5321,1021,5.2,22,8,322,284,479,3104,19,14,6.2,172,521,2217,14,4.3,127,94,724,23,,,,,,,,,,,,,,,,,
33,1990,369,5215,975,5.3,19,14,280,260,449,3267,23,5,6.9,153,504,1948,11,3.9,104,111,886,23,,,,,,,,,,,,,,,,,
34,1989,318,5265,1017,5.2,41,18,304,259,435,3038,14,23,6.6,165,559,2227,18,4.0,120,116,878,19,,,,,,,,,,,,,,,,,
35,1988,254,4844,1019,4.8,33,12,289,282,528,3131,16,21,5.5,161,448,1713,8,3.8,104,85,636,24,,,,,,,,,,,,,,,,,
36,1987,273,4418,899,4.9,41,24,265,236,432,2619,17,17,5.5,141,419,1799,7,4.3,97,108,861,27,,,,,,,,,,,,,,,,,
37,1986,358,4218,1003,4.2,35,17,264,257,521,2750,23,18,4.8,152,432,1468,10,3.4,83,97,829,29,,,,,,,,,,,,,,,,,
38,1985,317,4877,982,5.0,34,11,258,267,511,3391,23,23,6.1,158,428,1486,10,3.5,79,87,666,21,,,,,,,,,,,,,,,,,
39,1984,314,5095,1034,4.9,37,15,295,305,593,3568,21,22,5.7,178,408,1527,12,3.7,88,98,801,29,,,,,,,,,,,,,,,,,
40,1983,386,5595,1074,5.2,38,19,314,369,641,4341,29,19,6.3,208,387,1254,13,3.2,83,113,911,23,,,,,,,,,,,,,,,,,
41,1982,176,2498,573,4.4,12,4,163,145,264,1555,10,8,5.1,79,269,943,3,3.5,71,43,372,13,,,,,,,,,,,,,,,,,
42,1981,343,5273,1057,5.0,46,24,315,224,410,2640,12,22,5.9,132,610,2633,22,4.3,160,97,924,23,,,,,,,,,,,,,,,,,
43,1980,319,4321,1010,4.3,30,16,270,237,401,2448,15,14,5.3,122,552,1873,15,3.4,130,74,591,18,,,,,,,,,,,,,,,,,
44,1979,238,3976,972,4.1,36,18,241,190,361,1660,7,18,4.1,91,569,2316,18,4.1,122,108,971,28,,,,,,,,,,,,,,,,,
45,1978,243,4820,1054,4.6,34,18,287,204,370,1834,7,16,4.7,98,663,2986,19,4.5,160,110,1048,29,,,,,,,,,,,,,,,,,
46,1977,225,3936,878,4.5,47,21,228,190,374,2093,11,26,5.0,110,456,1843,13,4.0,95,82,706,23,,,,,,,,,,,,,,,,,
47,1976,290,4802,959,5.0,33,16,275,229,419,2929,15,17,6.4,152,498,1873,18,3.8,103,97,789,20,,,,,,,,,,,,,,,,,
48,1975,282,4207,935,4.5,34,18,261,217,395,2360,15,16,5.3,128,487,1847,14,3.8,110,82,658,23,,,,,,,,,,,,,,,,,
49,1974,233,3828,901,4.2,38,13,224,211,395,2108,11,25,4.9,113,469,1720,10,3.7,92,70,515,19,,,,,,,,,,,,,,,,,
50,1973,231,3536,863,4.1,31,18,208,173,313,1743,10,13,5.0,93,511,1793,11,3.5,106,83,797,9,,,,,,,,,,,,,,,,,
51,1972,287,3953,894,4.4,32,12,245,217,384,2038,20,20,4.9,116,476,1915,6,4.0,118,69,653,11,,,,,,,,,,,,,,,,,
52,1971,302,4190,859,4.9,26,13,240,183,337,2347,15,13,6.3,119,487,1843,14,3.8,108,72,734,13,,,,,,,,,,,,,,,,,
53,1970,272,3577,775,4.6,31,15,183,154,289,1719,13,16,5.3,86,448,1858,11,4.1,83,83,888,14,,,,,,,,,,,,,,,,,
54,1969,359,4607,899,5.1,39,19,258,196,351,2387,16,20,6.3,125,522,2220,19,4.3,129,62,757,4,,,,,,,,,,,,,,,,,
55,1968,371,4503,831,5.4,27,16,223,156,270,2276,20,11,7.7,89,537,2227,16,4.1,123,66,650,11,,,,,,,,,,,,,,,,,
56,1967,408,4490,876,5.1,27,8,251,213,382,2472,26,19,6.0,117,462,2018,18,4.4,116,68,680,18,,,,,,,,,,,,,,,,,
57,1966,448,5114,846,6.0,31,16,266,199,377,2840,31,15,7.0,140,439,2274,19,5.2,106,61,680,20,,,,,,,,,,,,,,,,,
58,1965,322,4295,850,5.1,40,20,232,199,395,2543,22,20,5.9,121,418,1752,15,4.2,101,70,744,10,,,,,,,,,,,,,,,,,
59,1964,366,4700,871,5.4,41,20,250,228,412,2875,32,21,6.3,148,415,1825,14,4.4,90,56,604,12,,,,,,,,,,,,,,,,,
60,1963,347,4348,875,5.0,38,16,250,231,439,2651,30,22,5.6,141,400,1697,12,4.2,94,52,611,15,,,,,,,,,,,,,,,,,
61,1962,389,4862,842,5.8,31,14,259,195,322,2455,29,17,6.8,125,479,2407,21,5.0,119,66,644,15,,,,,,,,,,,,,,,,,
62,1961,334,4759,862,5.5,45,18,247,177,399,2576,18,27,6.1,122,439,2183,23,5.0,112,89,875,13,,,,,,,,,,,,,,,,,
63,1960,362,4645,918,5.1,37,18,272,209,435,2638,16,19,5.8,136,463,2007,24,4.3,119,80,753,17,,,,,,,,,,,,,,,,,
