,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
12,2010,326,5283,1028,5.1,23,9,293,319,581,3519,23,14,5.7,186,408,1764,11,4.3,88,111,922,19,192,28.1,10.9,Own 26.8,2:27,5.5,27.4,1.55,223,84,37.7%,20,7,35.0%,37,26,70.3%
13,2009,424,6211,1062,5.8,28,13,318,302,509,3707,25,15,7.0,178,531,2504,18,4.7,122,106,821,18,201,35.8,13.4,Own 30.7,2:37,5.5,30.8,1.93,223,85,38.1%,11,6,54.5%,53,30,56.6%
14,2008,440,6291,1041,6.0,29,16,344,348,522,3748,21,13,7.0,195,509,2543,25,5.0,133,81,588,16,181,43.6,15.5,Own 33.6,2:51,6.0,34.6,2.33,211,100,47.4%,14,6,42.9%,67,36,53.7%
15,2007,335,5111,980,5.2,22,8,278,276,462,3022,17,14,6.1,156,481,2089,11,4.3,104,95,695,18,193,32.1,10.9,Own 30.5,2:31,5.3,26.4,1.54,208,65,31.3%,11,2,18.2%,43,16,37.2%
16,2006,315,5262,999,5.3,30,15,298,314,506,3334,18,15,6.2,171,461,1928,14,4.2,109,85,709,18,182,31.9,14.8,Own 29.9,2:40,5.7,28.8,1.66,212,83,39.2%,13,8,61.5%,44,24,54.5%
17,2005,325,5249,971,5.4,31,15,292,325,559,3679,25,16,6.3,189,383,1570,11,4.1,84,90,805,19,177,31.6,15.8,Own 31.9,2:31,5.6,29.4,1.76,206,78,37.9%,19,7,36.8%,45,21,46.7%
18,2004,435,6037,960,6.3,21,8,327,312,522,4203,32,13,7.5,190,397,1834,18,4.6,97,117,957,40,183,38.8,10.9,Own 31.3,2:26,5.4,32.9,2.26,185,71,38.4%,16,5,31.3%,54,34,63.0%
19,2003,332,5707,1054,5.4,37,12,322,332,565,3363,19,25,5.6,184,453,2344,18,5.2,120,95,781,18,190,29.5,17.4,Own 30.0,2:36,5.7,30.0,1.66,213,78,36.6%,23,10,43.5%,47,24,51.1%
20,2002,399,6248,1081,5.8,31,13,367,403,616,4181,27,18,6.4,227,431,2067,19,4.8,120,100,827,20,182,39.6,16.5,Own 31.4,2:45,6.1,34.3,2.20,205,87,42.4%,17,10,58.8%,60,31,51.7%
21,2001,344,5304,1003,5.3,26,13,296,296,491,3164,19,13,6.1,167,481,2140,15,4.4,111,87,761,18,190,32.1,11.6,Own 30.5,2:37,5.5,27.9,1.68,218,86,39.4%,8,5,62.5%,45,21,46.7%
22,2000,354,5280,1041,5.1,29,14,330,358,549,3471,25,15,5.8,201,441,1809,13,4.1,103,108,1020,26,195,30.3,14.4,Own 30.2,2:40,5.5,27.0,1.69,207,84,40.6%,11,8,72.7%,50,31,62.0%
23,1999,322,5039,1033,4.9,45,20,281,317,578,3482,24,25,5.6,173,415,1557,10,3.8,80,107,787,28,212,25.0,20.3,Own 33.3,2:15,5.0,23.7,1.39,214,64,29.9%,13,6,46.2%,48,23,47.9%
24,1998,363,4854,1010,4.8,33,20,321,259,479,2985,17,13,5.8,146,491,1869,22,3.8,119,138,1292,56,,,,,,,,,,,,,,,,,
25,1997,232,4880,974,5.0,34,13,278,271,507,3259,15,21,5.8,158,413,1621,8,3.9,94,113,977,26,,,,,,,,,,,,,,,,,
26,1996,300,5204,1008,5.2,27,10,296,289,536,3538,19,17,6.2,184,441,1666,11,3.8,84,103,876,28,,,,,,,,,,,,,,,,,
27,1995,241,4549,1047,4.3,33,17,289,329,596,3222,16,16,5.0,178,404,1327,7,3.3,83,108,828,28,,,,,,,,,,,,,,,,,
28,1994,298,5000,989,5.1,38,26,289,300,504,3266,23,12,6.0,164,446,1734,11,3.9,93,119,925,32,,,,,,,,,,,,,,,,,
29,1993,291,4771,1013,4.7,38,17,300,312,525,3151,18,21,5.6,161,453,1620,11,3.6,103,127,1015,36,,,,,,,,,,,,,,,,,
30,1992,282,4324,949,4.6,39,15,256,253,458,2537,19,24,5.0,145,441,1787,12,4.1,97,124,959,14,,,,,,,,,,,,,,,,,
31,1991,252,4998,927,5.4,33,18,275,279,471,3228,17,15,6.3,168,417,1770,8,4.2,88,110,827,19,,,,,,,,,,,,,,,,,
32,1990,257,4881,945,5.2,45,25,268,267,512,3241,16,20,5.7,164,373,1640,12,4.4,85,122,859,19,,,,,,,,,,,,,,,,,
33,1989,286,4293,952,4.5,33,18,252,236,471,2527,16,15,5.0,140,445,1766,9,4.0,92,102,797,20,,,,,,,,,,,,,,,,,
34,1988,320,5026,1042,4.8,31,13,318,214,410,2434,12,18,5.6,136,609,2592,23,4.3,162,106,854,20,,,,,,,,,,,,,,,,,
35,1987,388,5639,1045,5.4,28,17,344,279,484,3306,25,11,6.5,172,535,2333,16,4.4,139,112,936,33,,,,,,,,,,,,,,,,,
36,1986,326,4934,1098,4.5,49,18,310,303,569,3195,21,31,5.2,173,485,1739,13,3.6,111,114,965,26,,,,,,,,,,,,,,,,,
37,1985,360,5658,1126,5.0,41,14,336,332,576,3489,22,27,5.7,184,513,2169,18,4.2,129,89,777,23,,,,,,,,,,,,,,,,,
38,1984,324,5625,1159,4.9,41,11,335,332,586,3645,19,30,5.7,192,523,1980,10,3.8,121,108,951,22,,,,,,,,,,,,,,,,,
39,1983,367,5386,1089,4.9,51,21,319,261,500,3111,21,30,5.8,158,554,2275,18,4.1,136,105,837,25,,,,,,,,,,,,,,,,,
40,1982,184,2732,557,4.9,22,10,170,155,262,1667,12,12,6.0,92,280,1065,7,3.8,69,60,486,9,,,,,,,,,,,,,,,,,
41,1981,290,5373,1101,4.9,47,21,316,291,567,3626,16,26,6.1,177,507,1747,17,3.4,112,89,740,27,,,,,,,,,,,,,,,,,
42,1980,336,5315,1096,4.8,43,15,328,278,523,3109,25,28,5.6,179,536,2206,17,4.1,136,82,617,13,,,,,,,,,,,,,,,,,
43,1979,262,4971,1088,4.6,37,14,297,296,528,3124,22,23,5.5,169,522,1847,8,3.5,102,118,1018,26,,,,,,,,,,,,,,,,,
44,1978,327,4966,996,5.0,35,14,284,219,365,2582,17,21,6.6,122,602,2384,21,4.0,138,99,921,24,,,,,,,,,,,,,,,,,
45,1977,349,4993,992,5.0,44,23,304,175,333,2022,15,21,5.6,113,634,2971,23,4.7,169,105,929,22,,,,,,,,,,,,,,,,,
46,1976,376,5357,952,5.6,43,20,309,215,375,2496,25,23,6.3,132,555,2861,24,5.2,161,88,762,16,,,,,,,,,,,,,,,,,
47,1975,341,5236,915,5.7,42,22,289,186,325,2512,18,20,7.1,121,562,2724,24,4.8,149,99,934,19,,,,,,,,,,,,,,,,,
48,1974,293,4464,936,4.8,44,16,267,206,408,2663,22,28,6.1,141,502,1801,16,3.6,107,83,811,19,,,,,,,,,,,,,,,,,
49,1973,192,3575,855,4.2,39,18,209,157,324,1619,11,21,4.5,95,493,1956,11,4.0,90,63,649,24,,,,,,,,,,,,,,,,,
50,1972,254,4027,853,4.7,43,19,227,186,368,2222,17,24,5.6,116,453,1805,12,4.0,93,66,643,18,,,,,,,,,,,,,,,,,
51,1971,208,3768,813,4.6,33,6,223,209,418,2468,11,27,5.5,125,367,1300,9,3.5,73,71,751,25,,,,,,,,,,,,,,,,,
52,1970,244,3667,861,4.3,43,12,226,195,408,2010,15,31,4.5,111,418,1657,10,4.0,83,77,817,32,,,,,,,,,,,,,,,,,
53,1969,177,3163,788,4.0,47,15,181,200,426,2072,10,32,4.4,111,314,1091,6,3.5,53,39,443,17,,,,,,,,,,,,,,,,,
54,1968,170,4089,871,4.7,49,12,215,214,461,2823,14,37,5.6,140,365,1266,4,3.5,52,62,564,23,,,,,,,,,,,,,,,,,
55,1967,254,3944,843,4.7,49,18,221,229,462,2536,13,31,5.1,132,343,1408,10,4.1,73,76,757,16,,,,,,,,,,,,,,,,,
56,1966,276,3970,873,4.5,41,8,222,226,494,2614,18,33,5.0,125,353,1356,10,3.8,75,56,592,22,,,,,,,,,,,,,,,,,
57,1965,285,3761,872,4.3,33,13,207,216,451,2385,18,20,4.9,113,382,1376,12,3.6,69,60,623,25,,,,,,,,,,,,,,,,,
58,1964,306,3946,858,4.6,46,18,211,218,440,2631,25,28,5.6,124,390,1315,9,3.4,77,47,451,10,,,,,,,,,,,,,,,,,
59,1963,263,4173,849,4.9,45,19,228,218,429,2627,18,26,5.7,130,386,1546,12,4.0,83,47,411,15,,,,,,,,,,,,,,,,,
60,1962,233,3951,846,4.7,48,16,239,239,467,2701,13,32,5.5,143,351,1250,14,3.6,76,64,660,20,,,,,,,,,,,,,,,,,
61,1961,343,4302,883,4.9,43,18,238,219,439,2777,20,25,5.9,129,410,1525,17,3.7,89,62,619,20,,,,,,,,,,,,,,,,,
62,1960,253,3982,925,4.3,48,16,253,261,503,2653,19,32,4.9,148,381,1329,14,3.5,76,59,579,29,,,,,,,,,,,,,,,,,
