Year,Age,Level,Employer,Role
1959,32,College,Tulsa,Defensive Backs
1960,33,AFL,Dallas Texans,Defensive Backs
1961,34,AFL,Dallas Texans,Defensive Backs
1962,35,AFL,Dallas Texans,Defensive Backs
1963,36,AFL,Denver Broncos,Defensive Backs
1964,37,NFL,Washington Redskins,Defensive Backs
1965,38,NFL,Washington Redskins,Defensive Backs
1966,39,NFL,Washington Redskins,Defensive Backs
1967,40,NFL,Washington Redskins,Defensive Backs
1968,41,NFL,San Francisco 49ers,Receivers
1969,42,NFL,San Francisco 49ers,Receivers
1970,43,NFL,San Francisco 49ers,Offensive Coordinator
1971,44,NFL,Houston Oilers,Head Coach
1972,45,NFL,St. Louis Cardinals,Offensive Assistant
1973,46,NFL,Dallas Cowboys,Offensive Backfield
1974,47,NFL,Dallas Cowboys,Offensive Backfield
1975,48,NFL,Dallas Cowboys,Running Backs
1976,49,NFL,Dallas Cowboys,Running Backs
1977,50,NFL,Detroit Lions,Offensive Coordinator
1978,51,NFL,New Orleans Saints,Offensive Coordinator
1979,52,NFL,New Orleans Saints,Offensive Coordinator
1980,53,NFL,New Orleans Saints,Offensive Assistant
1981,54,NFL,Philadelphia Eagles,Offensive Assistant
1982,55,NFL,Chicago Bears,Offensive Coordinator
1983,56,NFL,Chicago Bears,Offensive Coordinator
1984,57,NFL,Chicago Bears,Offensive Coordinator
1985,58,NFL,Chicago Bears,Offensive Coordinator
1986,59,NFL,Chicago Bears,Offensive Coordinator
1987,60,NFL,Chicago Bears,Offensive Coordinator
1988,61,NFL,Chicago Bears,Offensive Coordinator
1989,62,NFL,Chicago Bears,Assistant HC
1989,62,NFL,Philadelphia Eagles,Quarterbacks
