,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2020,ATL,DC,32,29,13,18,25,18,16,9,20,27,22,31,11,4,5,13,9,17,29,19,18,2,6,13,14,12,30,32,27,14,29
1,2021,NYJ,DC,32,28,29,31,31,26,28,28,32,27,18,13,9,13,20,25,29,28,32,32,31,32,29,32,24,20,15,30,20,30,29
2,2022,NYJ,DC,32,20,28,18,14,25,29,17,27,25,21,24,14,7,15,31,17,26,4,4,29,25,16,14,10,31,12,3,1,19,2
3,2023,NYJ,DC,32,22,23,27,19,31,29,30,29,22,30,14,32,11,30,32,21,31,3,12,8,30,25,11,11,13,4,2,4,8,4
4,2024,NYJ,HC,32,23,16,24,19,24,24,11,32,31,30,16,14,5,16,6,11,23,3,20,20,28,17,28,6,7,8,4,2,26,5
5,,NYJ,DC,32,23,16,24,19,24,24,11,32,31,30,16,14,5,16,6,11,23,3,20,20,28,17,28,6,7,8,4,2,26,5
