,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1931,NFL,Frankford Yellow Jackets,1,6,1,9th of 10,,13,99,-86,Behman,,,,,10,1,7,1,1,10,1,10,-10.8,2.0,-8.8,-7.3,-1.5
1,1930,NFL,Frankford Yellow Jackets,4,13,1,9th of 11,,113,321,-208,"Gibson,Behman",,,,,9,1,10,1,1,9,1,11,-11.6,1.0,-10.5,-3.4,-7.2
2,1929,NFL,Frankford Yellow Jackets,10,4,5,3rd of 12,,129,128,1,Behman,,,,,8,1,6,1,1,6,1,12,0.1,-0.1,-0.1,-2.7,2.6
3,1928,NFL,Frankford Yellow Jackets,11,3,2,2nd of 10,,175,84,91,Weir,,,,,4,1,2,1,1,4,1,10,5.7,-2.5,3.2,0.3,3.0
4,1927,NFL,Frankford Yellow Jackets,6,9,3,7th of 12,,152,166,-14,"Youngstrom,Weir,Rogers,Daugherty,Moran",,,,,6,1,7,1,1,6,1,12,-0.8,-2.4,-3.2,-2.0,-1.2
5,1926,NFL,Frankford Yellow Jackets,14,1,2,1st of 22,Won Champ,236,49,187,Chamberlin,,,,,1,1,2,1,1,1,1,22,11.0,-3.5,7.5,4.8,2.7
6,1925,NFL,Frankford Yellow Jackets,13,7,0,6th of 20,,190,169,21,Chamberlin,,,,,6,1,10,1,1,9,1,20,1.1,-1.0,0.1,0.7,-0.6
7,1924,NFL,Frankford Yellow Jackets,11,2,1,3rd of 18,,326,109,217,Berryman,,,,,2,1,8,1,1,2,1,18,15.5,-8.4,7.1,7.7,-0.6
