,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2017,43,Buffalo Bills,NFL,16,9,7,0,.563,-4.0,-3.0,-1.0,1,0,1,.000,2,4,1,
1,2018,44,Buffalo Bills,NFL,16,6,10,0,.375,-6.9,-6.3,-0.6,,,,,3,6,0,
2,2019,45,Buffalo Bills,NFL,16,10,6,0,.625,2.2,-3.5,5.7,1,0,1,.000,2,5,2,
3,2020,46,Buffalo Bills,NFL,3,3,0,0,1.000,4.5,9.8,-5.3,,,,,1,1,0,
