,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1948,32,Pittsburgh Steelers,NFL,12,4,8,0,.333,-5.3,-8.6,3.3,,,,,3,
1,1949,33,Pittsburgh Steelers,NFL,12,6,5,1,.545,-0.1,-4.5,4.3,,,,,2,
2,1950,34,Pittsburgh Steelers,NFL,12,6,6,0,.500,3.2,-4.8,8.0,,,,,3,
3,1951,35,Pittsburgh Steelers,NFL,12,4,7,1,.364,-4.1,-5.9,1.7,,,,,4,
