Year,Age,Level,Employer,Role
1931,33,NFL,New York Giants,Head Coach
1932,34,NFL,New York Giants,Head Coach
1933,35,NFL,New York Giants,Head Coach
1934,36,NFL,New York Giants,Head Coach
1935,37,NFL,New York Giants,Head Coach
1936,38,NFL,New York Giants,Head Coach
1937,39,NFL,New York Giants,Head Coach
1938,40,NFL,New York Giants,Head Coach
1939,41,NFL,New York Giants,Head Coach
1940,42,NFL,New York Giants,Head Coach
1941,43,NFL,New York Giants,Head Coach
1942,44,NFL,New York Giants,Head Coach
1943,45,NFL,New York Giants,Head Coach
1944,46,NFL,New York Giants,Head Coach
1945,47,NFL,New York Giants,Head Coach
1946,48,NFL,New York Giants,Head Coach
1947,49,NFL,New York Giants,Head Coach
1948,50,NFL,New York Giants,Head Coach
1949,51,NFL,New York Giants,Head Coach
1950,52,NFL,New York Giants,Head Coach
1951,53,NFL,New York Giants,Head Coach
1952,54,NFL,New York Giants,Head Coach
1953,55,NFL,New York Giants,Head Coach
1956,58,NFL,Philadelphia Eagles,Defensive Assistant
1957,59,NFL,Philadelphia Eagles,Defensive Assistant
1959,61,CFL,Toronto Argonauts,Interim Head Coach
1960,62,CFL,Calgary Stampeders,Interim Head Coach
1961,63,CFL,Saskatchewan Roughriders,Head Coach
1962,64,CFL,Saskatchewan Roughriders,Head Coach
