Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
bkn,64.0,,,,,0.0,,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,5.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
chi,145.0,,,,,0.0,,0.0,0.0,0.0,7.0,0.0,,,0.0,0.0,13.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
cli,45.0,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
crd,120.0,,,,,0.0,,0.0,0.0,0.0,5.0,0.0,,,0.0,0.0,12.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
det,175.0,,,,,0.0,,0.0,0.0,0.0,7.0,0.0,,,0.0,0.0,16.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
fyj,13.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
gnb,291.0,,,,,0.0,,0.0,0.0,0.0,19.0,0.0,,,0.0,0.0,18.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
nyg,154.0,,,,,0.0,,0.0,0.0,0.0,7.0,0.0,,,0.0,0.0,14.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
prv,78.0,,,,,0.0,,0.0,0.0,0.0,5.0,0.0,,,0.0,0.0,5.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
sis,79.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,7.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
