,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1958,42,Chicago Cardinals,NFL,12,2,9,1,.182,-7.4,0.8,-8.2,,,,,5,
1,1959,43,Chicago Cardinals,NFL,12,2,10,0,.167,-8.2,-1.2,-7.1,,,,,6,
2,1960,44,St. Louis Cardinals,NFL,12,6,5,1,.545,5.2,1.8,3.3,,,,,4,
3,1961,45,St. Louis Cardinals,NFL,12,5,7,0,.417,-1.5,-2.6,1.1,,,,,4,
4,1962,46,Houston Oilers,AFL,14,11,3,0,.786,7.3,4.1,3.3,1,0,1,.000,1,
5,1963,47,Houston Oilers,AFL,14,6,8,0,.429,-4.4,-1.1,-3.3,,,,,3,
