Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1958,CRD,HC,12,10,12,11,11,6,5,11,7,9,10,8,10,1,4,2,10,7,12,11,10,11,12,12,10,8,9,11,6,10,10
1959,CRD,HC,12,11,12,11,11,12,10,12,12,9,10,7,12,9,10,7,7,10,10,11,8,12,9,7,4,6,1,9,11,7,12
1960,STL,HC,13,7,8,4,1,2,4,11,1,1,4,2,12,9,10,4,11,7,1,5,3,1,1,2,2,1,7,3,10,7,3
1961,STL,HC,14,9,5,7,12,13,10,8,12,13,13,12,9,9,14,7,6,12,5,4,5,12,6,2,1,3,10,3,4,7,5
1962,HOU,HC,8,1,5,2,2,1,2,8,3,4,3,7,1,3,2,1,8,3,2,2,1,2,3,1,4,3,8,2,2,2,1
1963,HOU,HC,8,5,5,6,6,4,6,8,7,7,5,7,8,1,1,4,8,3,6,6,2,7,7,3,7,6,3,2,5,1,5
1965,NYG,DC,14,6,4,13,13,9,10,4,9,6,9,6,5,12,9,4,4,5,14,10,6,11,12,13,13,3,8,13,4,11,13
1966,NYG,DC,15,15,15,15,14,9,12,13,13,12,14,8,7,5,9,6,15,8,14,15,14,15,14,15,13,15,1,14,15,12,15
