Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1954,40,NYG,NFL,12,7,5,0,.583,4.1,-0.1,4.2,,,,,3,
1955,41,NYG,NFL,12,6,5,1,.545,5.9,2.9,3.0,,,,,3,
1956,42,NYG,NFL,12,8,3,1,.727,4.2,2.7,1.4,1,1,0,1.000,1,NFL Champions
1957,43,NYG,NFL,12,7,5,0,.583,2.2,1.4,0.8,,,,,2,
1958,44,NYG,NFL,12,9,3,0,.750,4.1,-2.9,7.0,2,1,1,.500,1,
1959,45,NYG,NFL,12,10,2,0,.833,6.1,0.1,6.0,1,0,1,.000,1,
1960,46,NYG,NFL,12,6,4,2,.600,1.9,1.6,0.3,,,,,3,
