,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1990,TAM,HC,28,17,12,25,26,24,25,26,21,19,26,16,24,19,17,17,26,19,24,22,3,22,25,24,24,10,12,18,19,2,20
1,1991,TAM,HC,28,25,27,26,26,26,26,28,26,19,20,16,23,17,28,20,28,27,11,25,24,26,25,26,19,11,3,5,6,27,15
2,2000,CAR,OC,31,19,11,18,26,20,21,24,27,29,26,29,25,10,12,17,20,19,27,12,6,14,26,12,28,2,22,26,13,13,26
3,2001,CAR,OC,31,31,15,31,31,30,29,23,30,29,23,22,16,4,26,30,24,31,31,28,7,31,31,20,23,14,10,28,24,3,29
