,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1990,49,Tampa Bay Buccaneers,NFL,3,1,2,0,.333,-7.1,-4.0,-3.2,,,,,2,
1,1991,50,Tampa Bay Buccaneers,NFL,16,3,13,0,.188,-11.1,-7.0,-4.2,,,,,5,
