,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,1949,256,3725,667,5.6,31,22,139,132,282,2109,18,9,7.5,62,385,1616,13,4.2,69,54,419,8,,,,,,,,,,,,,,,,,
1,1948,358,4812,877,5.5,40,26,207,211,414,2829,23,14,6.8,95,463,1983,25,4.3,98,76,616,14,,,,,,,,,,,,,,,,,
2,1947,288,4147,767,5.4,32,14,182,133,260,1929,14,18,7.4,64,507,2218,22,4.4,109,52,456,9,,,,,,,,,,,,,,,,,
3,1946,370,4445,792,5.6,51,29,170,146,295,2370,23,22,8.0,68,497,2075,21,4.2,94,73,588,8,,,,,,,,,,,,,,,,,
