,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1925,34,HAM,NFL,4,1,3,0,.250,-3.2,1.0,-4.1,,,,,14,
1,1926,35,HAM,NFL,4,0,4,0,.000,-14.3,-7.7,-6.6,,,,,21,
