Year,Age,Level,Employer,Role
1982,24,College (FBS),Brigham Young,Graduate Assistant
1983,25,College (NCAA D-II),San Francisco State,Offensive Coordinator/Offensive Line
1984,26,College (NCAA D-II),San Francisco State,Offensive Coordinator/Offensive Line
1985,27,College (NCAA D-II),San Francisco State,Offensive Coordinator/Offensive Line
1986,28,College (FCS),Northern Arizona,Offensive Line
1987,29,College (FBS),UTEP,Offensive Line
1988,30,College (FBS),UTEP,Offensive Line
1989,31,College (FBS),Missouri,Offensive Line
1990,32,College (FBS),Missouri,Offensive Line
1991,33,College (FBS),Missouri,Offensive Line
1992,34,NFL,Green Bay Packers,Tight Ends/Asst. Offensive Line
1993,35,NFL,Green Bay Packers,Tight Ends/Asst. Offensive Line
1994,36,NFL,Green Bay Packers,Tight Ends/Asst. Offensive Line
1995,37,NFL,Green Bay Packers,Tight Ends/Asst. Offensive Line
1996,38,NFL,Green Bay Packers,Tight Ends/Asst. Offensive Line
1997,39,NFL,Green Bay Packers,Quarterbacks
1998,40,NFL,Green Bay Packers,Quarterbacks
1999,41,NFL,Philadelphia Eagles,Head Coach
2000,42,NFL,Philadelphia Eagles,Head Coach
2001,43,NFL,Philadelphia Eagles,Head Coach
2002,44,NFL,Philadelphia Eagles,Head Coach
2003,45,NFL,Philadelphia Eagles,Head Coach
2004,46,NFL,Philadelphia Eagles,Head Coach
2005,47,NFL,Philadelphia Eagles,Head Coach
2006,48,NFL,Philadelphia Eagles,Head Coach
2007,49,NFL,Philadelphia Eagles,Head Coach
2008,50,NFL,Philadelphia Eagles,Head Coach
2009,51,NFL,Philadelphia Eagles,Head Coach
2010,52,NFL,Philadelphia Eagles,Head Coach
2011,53,NFL,Philadelphia Eagles,Head Coach
2012,54,NFL,Philadelphia Eagles,Head Coach
2013,55,NFL,Kansas City Chiefs,Head Coach
2014,56,NFL,Kansas City Chiefs,Head Coach
2015,57,NFL,Kansas City Chiefs,Head Coach
2016,58,NFL,Kansas City Chiefs,Head Coach
2017,59,NFL,Kansas City Chiefs,Head Coach
2018,60,NFL,Kansas City Chiefs,Head Coach
2019,61,NFL,Kansas City Chiefs,Head Coach
2020,62,NFL,Kansas City Chiefs,Head Coach
2021,63,NFL,Kansas City Chiefs,Head Coach
2022,64,NFL,Kansas City Chiefs,Head Coach
2023,65,NFL,Kansas City Chiefs,Head Coach
2024,66,NFL,Kansas City Chiefs,Head Coach
2025,67,NFL,Kansas City Chiefs,Head Coach
