,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bkn,186.0,2813.0,605.0,4.6,13.0,0.0,115.0,80.0,191.0,1267.0,14.0,13.0,6.6,,414.0,1546.0,9.0,3.7,,0.0,285.0,,,,,,,,,,,,,,,,,,
1,chi,238.0,3219.0,665.0,4.8,15.0,0.0,141.0,68.0,171.0,1401.0,10.0,15.0,8.2,,494.0,1818.0,16.0,3.7,,0.0,605.0,,,,,,,,,,,,,,,,,,
2,crd,139.0,2227.0,598.0,3.7,33.0,0.0,112.0,75.0,198.0,912.0,6.0,33.0,4.6,,400.0,1315.0,11.0,3.3,,0.0,331.0,,,,,,,,,,,,,,,,,,
3,det,138.0,2634.0,622.0,4.2,27.0,0.0,133.0,86.0,195.0,1177.0,3.0,27.0,6.0,,427.0,1457.0,12.0,3.4,,0.0,259.0,,,,,,,,,,,,,,,,,,
4,gnb,238.0,3400.0,746.0,4.6,26.0,0.0,154.0,118.0,283.0,1796.0,18.0,26.0,6.3,,463.0,1604.0,10.0,3.5,,0.0,295.0,,,,,,,,,,,,,,,,,,
5,nyg,131.0,2512.0,628.0,4.0,15.0,0.0,127.0,78.0,174.0,1036.0,9.0,15.0,6.0,,454.0,1476.0,6.0,3.3,,0.0,349.0,,,,,,,,,,,,,,,,,,
6,phi,111.0,2153.0,679.0,3.2,20.0,0.0,122.0,152.0,362.0,1855.0,6.0,20.0,5.1,,317.0,298.0,8.0,0.9,,0.0,215.0,,,,,,,,,,,,,,,,,,
7,pit,60.0,1977.0,592.0,3.3,27.0,0.0,97.0,58.0,189.0,875.0,4.0,27.0,4.6,,403.0,1102.0,2.0,2.7,,0.0,336.0,,,,,,,,,,,,,,,,,,
8,ram,171.0,2724.0,611.0,4.5,25.0,0.0,113.0,109.0,247.0,1582.0,12.0,25.0,6.4,,364.0,1142.0,11.0,3.1,,0.0,260.0,,,,,,,,,,,,,,,,,,
9,was,245.0,3289.0,644.0,5.1,22.0,0.0,147.0,144.0,244.0,1887.0,18.0,22.0,7.7,,400.0,1402.0,15.0,3.5,,0.0,427.0,,,,,,,,,,,,,,,,,,
