,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2022,477,6614,1124,5.9,19,10,385,350,536,4105,25,9,7.1,195,544,2509,32,4.6,161,90,682,29,186,42.5,10.2,Own 29.1,2:48,6.18,35.4,2.50,222,102,45.9%,32,22,68.8%,59,40,67.8%
1,2021,444,6119,1075,5.7,16,6,352,307,494,3404,20,10,6.5,167,550,2715,25,4.9,163,107,842,22,173,43.4,9.2,Own 28.1,2:56,6.40,35.0,2.34,221,101,45.7%,24,11,45.8%,61,38,62.3%
2,2020,334,5354,1066,5.0,29,9,336,334,598,3327,22,20,5.0,177,403,2027,16,5.0,114,107,853,45,190,27.9,15.3,Own 27.2,2:28,5.71,28.1,1.66,220,82,37.3%,35,15,42.9%,46,28,60.9%
3,2019,385,5772,1104,5.2,23,15,354,391,613,3833,27,8,5.9,215,454,1939,16,4.3,104,100,836,35,187,34.8,10.7,Own 28.5,2:50,6.04,30.7,1.96,229,104,45.4%,24,8,33.3%,54,36,66.7%
4,2018,367,5845,1037,5.6,23,12,346,422,599,4275,29,11,6.7,221,398,1570,12,3.9,94,100,852,31,176,38.1,12.5,Own 28.4,2:58,6.09,33.2,2.07,205,84,41.0%,23,14,60.9%,57,33,57.9%
5,2017,457,5852,1073,5.5,20,11,338,341,564,3737,38,9,6.2,193,473,2115,9,4.5,108,116,962,37,191,40.3,9.4,Own 30.0,2:44,5.81,30.5,2.21,230,96,41.7,26,17,65.4,55,36,65.5
6,2016,367,5398,1080,5.0,20,6,333,380,609,3585,16,14,5.6,192,438,1813,16,4.1,114,113,945,27,178,37.6,11.2,Own 30.3,2:55,6.31,30.1,1.85,224,85,37.9%,27,13,48.1%,55,27,49.1%
7,2015,377,5830,1102,5.3,31,13,339,405,623,4087,23,18,6.2,193,442,1743,15,3.9,110,104,819,36,203,29.1,15.3,Own 26.4,2:03,5.57,28.4,1.62,230,91,39.6%,16,8,50.0%,43,24,55.8%
8,2014,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,203,36.9,17.2,Own 30.0,2:06,5.73,31.1,1.96,237,103,43.5%,11,7,63.6%,59,29,49.2%
9,2013,442,6676,1054,6.3,19,10,355,310,508,4110,32,9,7.4,197,500,2566,19,5.1,133,95,846,25,201,36.8,9.0,Own 27.9,2:06,5.38,33.1,2.12,213,83,39.0%,14,7,50.0%,57,30,52.6%
10,2012,280,5665,1079,5.3,37,22,332,367,618,3791,18,15,5.7,190,413,1874,10,4.5,111,98,813,31,184,29.9,17.9,Own 25.6,2:35,6.03,30.4,1.51,222,83,37.4%,24,14,58.3%,50,22,44.0%
11,2011,396,6386,1036,6.2,38,13,356,330,554,4110,22,25,7.0,197,450,2276,20,5.1,134,107,853,25,190,34.7,17.9,Own 28.7,2:38,5.59,33.7,1.93,205,85,41.5%,15,7,46.7%,66,34,51.5%
12,2010,439,6230,1038,6.0,25,12,322,348,561,3906,28,13,6.4,189,428,2324,18,5.4,116,129,1101,17,196,39.8,11.7,Own 31.6,2:33,5.49,31.8,2.13,214,85,39.7%,13,9,69.2%,58,31,53.4%
13,2009,429,5726,975,5.9,23,10,290,335,553,4089,27,13,6.9,182,384,1637,14,4.3,87,115,951,21,192,38.0,10.4,Own 30.6,2:21,5.27,29.8,1.99,207,75,36.2%,14,6,42.9%,52,25,48.1%
14,2008,416,5608,1056,5.3,26,10,318,362,606,3911,23,16,6.2,204,427,1697,15,4.0,94,74,635,20,200,35.5,11.5,Own 31.2,2:31,5.48,28.0,1.83,225,93,41.3%,9,4,44.4%,63,31,49.2%
15,2007,336,5729,1047,5.5,27,12,323,350,577,3755,24,15,6.0,186,421,1974,12,4.7,118,83,649,19,182,34.1,13.2,Own 29.2,2:43,5.93,31.5,1.86,229,97,42.4%,15,9,60.0%,51,23,45.1%
16,2006,398,6103,988,6.2,24,15,312,323,544,4119,31,9,7.2,189,416,1984,13,4.8,106,112,983,17,183,33.9,11.5,Own 30.0,2:32,5.52,33.2,1.98,209,88,42.1%,11,5,45.5%,46,26,56.5%
17,2005,310,5109,1027,5.0,34,14,282,337,620,3677,21,20,5.6,182,365,1432,11,3.9,73,134,1130,27,218,24.8,14.7,Own 30.4,2:06,4.85,23.3,1.33,220,72,32.7%,12,3,25.0%,41,22,53.7%
18,2004,386,5618,960,5.9,22,11,301,336,547,3979,32,11,6.8,188,376,1639,10,4.4,87,124,952,26,192,35.9,10.9,Own 31.1,2:24,5.17,29.2,1.95,195,72,36.9%,4,0,0.0%,47,30,63.8%
19,2003,374,5035,944,5.3,22,11,302,279,484,3020,17,11,5.7,156,417,2015,23,4.8,105,96,817,41,187,34.2,10.2,Own 32.5,2:25,5.20,26.9,1.88,190,69,36.3%,7,3,42.9%,51,32,62.7%
20,2002,415,5604,1073,5.2,24,13,311,318,548,3384,27,11,5.8,164,489,2220,15,4.5,124,111,897,23,200,36.0,12.0,Own 35.2,2:30,5.54,28.0,1.92,231,90,39.0%,16,8,50.0%,57,27,47.4%
