,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,1999,53,Kansas City Chiefs,NFL,16,9,7,0,.563,6.8,5.5,1.3,,,,,2,2,0,
1,2000,54,Kansas City Chiefs,NFL,16,7,9,0,.438,0.6,0.1,0.6,,,,,3,8,2,
