Year,Age,Level,Employer,Role
1994,24,College (FCS),William & Mary,Defensive Line
1995,25,College (FCS),Va. Military Institute,Defensive Line
1996,26,College (FCS),Hofstra,Defensive Line
1997,27,College (FCS),Hofstra,Defensive Line
1998,28,College (FCS),Hofstra,Defensive Line
1999,29,College (FCS),Hofstra,Defensive Line
2000,30,College (FCS),Hofstra,Defensive Coordinator/D-Line
2001,31,NFL,San Francisco 49ers,Defensive Quality Control
2002,32,NFL,San Francisco 49ers,Defensive Quality Control
2003,33,NFL,San Francisco 49ers,Defensive Line
2004,34,NFL,San Francisco 49ers,Defensive Line
2005,35,NFL,Miami Dolphins,Defensive Line
2006,36,NFL,Miami Dolphins,Defensive Line
2007,37,NFL,New York Jets,Defensive Line
2008,38,NFL,New York Jets,Defensive Line
2009,39,NFL,Seattle Seahawks,Defensive Line
2010,40,NFL,Seattle Seahawks,Defensive Line
2011,41,College (FBS),Florida,Defensive Coordinator/D-Line
2012,42,College (FBS),Florida,Defensive Coordinator/D-Line
2013,43,NFL,Seattle Seahawks,Defensive Coordinator
2014,44,NFL,Seattle Seahawks,Defensive Coordinator
2015,45,NFL,Atlanta Falcons,Head Coach
2016,46,NFL,Atlanta Falcons,Head Coach
2017,47,NFL,Atlanta Falcons,Head Coach
2018,48,NFL,Atlanta Falcons,Head Coach
2019,49,NFL,Atlanta Falcons,Head Coach
2020,50,NFL,Atlanta Falcons,Head Coach
2021,51,NFL,Dallas Cowboys,Defensive Coordinator
2022,52,NFL,Dallas Cowboys,Defensive Coordinator
2023,53,NFL,Dallas Cowboys,Defensive Coordinator
2024,54,NFL,Washington Commanders,Head Coach
2025,55,NFL,Washington Commanders,Head Coach
