Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1969,PHI,HC,16,13,12,14,14,7,8,14,12,10,12,8,3,2,6,9,15,12,14,13,10,13,11,11,10,5,13,13,11,13,13
1970,PHI,HC,26,22,23,21,13,12,19,20,12,20,12,19,19,7,11,13,19,11,12,22,20,15,24,22,26,2,1,2,11,24,8
1971,PHI,HC,26,13,5,20,23,20,22,11,21,25,24,25,11,8,8,17,12,13,26,20,2,13,17,20,20,1,22,25,15,11,17
