,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2016,57,TAM,NFL,16,9,7,0,.563,-0.2,-1.5,1.3,,,,,2,3,1,
1,2017,58,TAM,NFL,16,5,11,0,.313,-1.3,0.4,-1.7,,,,,4,1,1,
2,2018,59,TAM,NFL,16,5,11,0,.313,-2.6,2.0,-4.6,,,,,4,5,1,
